Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
1011 Ridgecrest Dr SE,3 Beds,2 Baths,"2,280 sqft",Year Built: 1950,Garage,"$575,000",Albuquerque
915 Lazuli Rd,3 Beds,2 Baths,"2,053 sqft",Year Built: 2023,2.5 Car Garage,"$500,000",Albuquerque
911 Turquesa Loop SE,3 Beds,3 Baths,"2,597 sqft",Year Built: 2023,3 Car Garage,"$600,000",Albuquerque
9519 Valletta Ave NW,5 Beds,4 Baths,"3,081 sqft",Year Built: 2005,2 Car Garage,"$375,000",Albuquerque
2115 Lead Ave SE,2 Beds,1 Bath,"1,354 sqft",Year Built: 1930,Garage,"$325,000",Albuquerque
617 Sierra Verde Way NE,5 Beds,4 Baths,"4,452 sqft",Year Built: 2014,Garage,"$765,000",Albuquerque
1908 Bryn Mawr Pl NE,3 Beds,2 Baths,"1,823 sqft",Year Built: 1952,1 Car Garage,"$499,900",Albuquerque
Wildflower Plan in Rainbow Canyon by Centex Homes,2 Beds,2 Baths,"1,239 sqft",Year Built: 2023,No Info,"$318,990+",Albuquerque
7112 Dellwood Rd NE,4 Beds,2 Baths,"2,211 sqft (on 0.27 acres)",Year Built: 1962,2 Car Garage,"$424,000",Albuquerque
7701 Kentwood Ave NW,4 Beds,2 Baths,"1,606 sqft",Year Built: 2000,Garage,"$345,000",Albuquerque
2921 Santa Monica Ave SE,3 Beds,3 Baths,"2,139 sqft",Year Built: 1944,2 Carport Spaces,"$390,000",Albuquerque
1600 Catron Ave SE,4 Beds,3 Baths,"2,819 sqft (on 0.31 acres)",Year Built: 1979,2 Car Garage,"$510,000",Albuquerque
6405 Sonrisa Pl NE,4 Beds,3 Baths,"2,366 sqft",Year Built: 2000,2 Car Garage,"$455,000",Albuquerque
2001 Gold Ave SE #11,1 Bed,2 Baths,913 sqft,Year Built: 1940,No Info,"$234,000",Albuquerque
1417 21st Ave SE,5 Beds,5 Baths,"3,622 sqft (on 0.50 acres)",Year Built: 2022,4 Car Garage,"$1,300,000",Albuquerque
9280 Glendale Ave NE,,,,,No Info,"$310,000",Albuquerque
6951 Forest Hills Dr NE,3 Beds,2 Baths,"1,780 sqft",Year Built: 1993,2 Car Garage,"$439,900",Albuquerque
607 Turmalina Dr,3 Beds,2 Baths,"1,420 sqft",Year Built: 2023,2 Car Garage,"$363,690",Albuquerque
8736 Abierto Vista Cir NW,4 Beds,4 Baths,"3,718 sqft",Year Built: 2017,3 Car Garage,"$585,000",Albuquerque
24th U5 B79 L53 54 St,,,,,No Info,"$10,000",Albuquerque
6705 Upper Canyon Ct NW,5 Beds,3 Baths,"2,872 sqft",Year Built: 2002,2 Car Garage,"$417,000",Albuquerque
324 Pinnacle Dr SE,5 Beds,4 Baths,"4,415 sqft",Year Built: 2006,3 Car Garage,"$875,000",Albuquerque
2532 Acequia Dr SW,4 Beds,2 Baths,"2,890 sqft (on 0.78 acres)",Year Built: 2023,3 Car Garage,"$679,000",Albuquerque
10551 Wilshire Ave  NE,,,,,No Info,"$349,900",Albuquerque
2220 Edna Ave  NW,,,,,No Info,"$89,999",Albuquerque
4322 Prince St SE,4 Beds,2 Baths,"1,852 sqft",Year Built: 1955,2 Carport Spaces,"$344,000",Albuquerque
919 2nd St SW,3 Beds,3 Baths,"1,554 sqft",Year Built: 2008,Garage,"$310,000",Albuquerque
Cimarron Plan in Inspiration - Peak Series by Pulte Homes,5 Beds,4 Baths,"4,267 sqft",Year Built: 2023,No Info,"$644,990+",Albuquerque
723 Stetson Dr SW,3 Beds,2 Baths,"1,354 sqft",Year Built: 1996,1 Car Garage,"$249,950",Albuquerque
12452 Towner Ave NE,5 Beds,3 Baths,"3,115 sqft",Year Built: 1971,2 Car Garage,"$499,000",Albuquerque
935 Molten Pl NW,3 Beds,3 Baths,"1,890 sqft",Year Built: 2006,2 Car Garage,"$344,000",Albuquerque
1405 Arizona St NE,4 Beds,2 Baths,"2,500 sqft",Year Built: 1958,Garage,"$250,000",Albuquerque
1405 Arizona St NE,4 Beds,2 Baths,"2,500 sqft",Year Built: 1958,Garage,"$250,000",Albuquerque
7th Ave  NE,,,,,No Info,"$12,000",Albuquerque
8th Ave  SW,,,,,No Info,"$12,000",Albuquerque
1303 Iron Ave SW,1 Bed,1 Bath,,Year Built: 1920,No Info,"$245,000",Albuquerque
817 8th St   NE,,,,,No Info,"$12,000",Albuquerque
813 8th St NE,,,,,No Info,"$12,000",Albuquerque
809 8th St NE,,,,,No Info,"$12,000",Albuquerque
6108 Dasburg Dr,4 Beds,4 Baths,"2,780 sqft",Year Built: 2023,2 Car Garage,"$568,106",Albuquerque
8th St   NE,,,,,No Info,"$12,000",Albuquerque
6113 Dasburg Dr   SE,5 Beds,4 Baths,"3,045 sqft",Year Built: 2023,2.5 Car Garage,"$611,457",Albuquerque
6061 Nauman Dr,3 Beds,2 Baths,"1,805 sqft",Year Built: 2023,2 Car Garage,"$425,000",Albuquerque
3130 Coca Rd   NW,,,,,No Info,"$349,000",Albuquerque
604 Coal Ave SE,4 Beds,3 Baths,,Year Built: 1948,No Info,"$397,000",Albuquerque
6113 Nauman Dr   SE,3 Beds,3 Baths,"2,597 sqft",Year Built: 2023,3 Car Garage,"$565,791",Albuquerque
Sapphire Plan in Lavender Fields by Amreston Homes,4 Beds,3 Baths,"3,047 sqft",Year Built: 2023,Garage,"$633,950+",Albuquerque
The Marion Plan in Ascension by Abrazo Homes,3 Beds,3 Baths,"2,626 sqft",Year Built: 2023,No Info,"$755,220+",Albuquerque
Parklane Plan in Inspiration - Peak Series by Pulte Homes,3 Beds,2 Baths,"2,455 sqft",Year Built: 2023,No Info,"$470,990+",Albuquerque
Brownstone Plan in Mesa del Sol by Pulte Homes,2 Beds,2 Baths,"1,631 sqft",Year Built: 2023,No Info,"$357,990+",Albuquerque
8917 Cherry Hills Rd NE,4 Beds,3 Baths,"2,407 sqft (on 0.27 acres)",Year Built: 1986,2 Car Garage,"$479,900",Albuquerque
224 Atrisco Vista Blvd SW #303,3 Beds,2 Baths,"1,216 sqft",Year Built: 1996,No Info,"$89,000",Albuquerque
2639 Stryker Rd SE,3 Beds,3 Baths,"2,390 sqft",Year Built: 2019,3 Car Garage,"$525,000",Albuquerque
301 Central Ave  NE #107,Studio,1 Bath,931 sqft,Year Built: 1914,No Info,"$219,000",Albuquerque
4636 Mi Cordelia Dr NW,3 Beds,2 Baths,"2,264 sqft",Year Built: 2006,2 Car Garage,"$530,000",Albuquerque
1419 Coal Ave SW,4 Beds,4 Baths,"2,470 sqft",Year Built: 2015,Garage,"$559,000",Albuquerque
Le Ave SW,,,,,No Info,"$163,000",Albuquerque
6116 Dasburg Dr   SE,4 Beds,2 Baths,"2,105 sqft",Year Built: 2023,2 Car Garage,"$480,908",Albuquerque
6109 Nauman Dr   SE,4 Beds,2 Baths,"2,105 sqft",Year Built: 2023,2 Car Garage,"$481,986",Albuquerque
6125 Nauman Dr,4 Beds,2 Baths,"2,105 sqft",Year Built: 2023,2 Car Garage,"$464,197",Albuquerque
1426 Phoenix Ave NW,5 Beds,6 Baths,"3,555 sqft",Year Built: 1940,No Info,"$269,000",Albuquerque
12124 Nashua Rd SE,3 Beds,3 Baths,"2,731 sqft",Year Built: 2012,3 Car Garage,"$469,000",Albuquerque
907 Silver Ave SW,5 Beds,6 Baths,"3,806 sqft",Year Built: 1911,6 Parking Spaces,"$750,000",Albuquerque
9304 Holbrook St NE,4 Beds,3 Baths,"2,740 sqft (on 1 acre)",Year Built: 1994,3 Car Garage,"$735,000",Albuquerque
823 William St   SE,1 Bed,2 Baths,"1,840 sqft",Year Built: 1969,No Info,"$89,000",Albuquerque
747 Carlito Rd NE #8,2 Beds,1 Bath,850 sqft,,No Info,"$35,000",Albuquerque
4912 Calle De Luna NE,5 Beds,3 Baths,"3,068 sqft (on 0.31 acres)",Year Built: 1982,2 Car Garage,"$639,900",Albuquerque
106 Calle Playa Del Sol NE,3 Beds,3 Baths,"1,482 sqft",Year Built: 1978,2 Car Garage,"$267,900",Albuquerque
8501 Vista Estrella Ln SW,3 Beds,2 Baths,"1,224 sqft",Year Built: 2000,2 Car Garage,"$290,000",Albuquerque
10512 Redbud St NW,3 Beds,3 Baths,"2,440 sqft",Year Built: 2020,3 Car Garage,"$535,000",Albuquerque
2818 Cipres Ln SE,4 Beds,4 Baths,"2,960 sqft",Year Built: 2012,3 Car Garage,"$529,000",Albuquerque
The Cabo Plan in Las Residencias by Abrazo Homes,3 Beds,3 Baths,"2,416 sqft",Year Built: 2023,No Info,"$422,970+",Albuquerque
5 Avenue SW,,,,,No Info,"$32,900",Albuquerque
622 Turmalina Dr,4 Beds,3 Baths,"2,078 sqft",,Garage,"$431,190",Albuquerque
630 Turmalina Dr,3 Beds,2 Baths,"1,420 sqft",,Garage,"$352,990",Albuquerque
Deer Trail Pl NE,,,,,No Info,"$200,000",Albuquerque
4616 Mahonia Rd NW,3 Beds,2 Baths,"1,429 sqft (on 0.32 acres)",Year Built: 1989,No Info,"$284,900",Albuquerque
4809 Valle Rio Trl NW,5 Beds,4 Baths,"4,224 sqft (on 0.31 acres)",Year Built: 2014,3 Car Garage,"$1,350,000",Albuquerque
Santa Fe Plan in Lavender Fields by Amreston Homes,4 Beds,3 Baths,"1,915 sqft",Year Built: 2023,Garage,"$488,950+",Albuquerque
1501 Via Virane Dr SE,4 Beds,3 Baths,"3,314 sqft",Year Built: 2008,3 Car Garage,"$530,000",Albuquerque
617 Luna Blvd NW,4 Beds,2 Baths,"2,079 sqft",Year Built: 1921,Garage,"$485,000",Albuquerque
2745 Jefferson St NE,,,,,No Info,"$129,000",Albuquerque
11208 Country Clb NE,4 Beds,3 Baths,"3,102 sqft (on 0.32 acres)",Year Built: 1989,3 Car Garage,"$750,000",Albuquerque
10551 Signal Ave NE,7 Beds,5 Baths,"5,916 sqft (on 0.89 acres)",Year Built: 1994,5 Car Garage,"$1,125,000",Albuquerque
703 Solar Rd NW,3 Beds,2 Baths,"1,891 sqft (on 0.53 acres)",,1 Car Garage,"$475,000",Albuquerque
6501 Arcilla Pl   NW,,,,,No Info,"$65,000",Albuquerque
11019 Miravista Pl SE,3 Beds,2 Baths,"1,278 sqft",Year Built: 2003,2 Car Garage,"$265,000",Albuquerque
725 Dolores Dr NW,3 Beds,2 Baths,"1,246 sqft",Year Built: 1969,1 Car Garage,"$275,000",Albuquerque
3127 Rio Plata Dr SW,4 Beds,3 Baths,"2,125 sqft",Year Built: 2007,3 Car Garage,"$339,900",Albuquerque
853 Fraser Dr SE,3 Beds,2 Baths,"1,700 sqft",Year Built: 2023,2 Car Garage,"$490,000",Albuquerque
11009 Opalo Dr NW,3 Beds,2 Baths,"1,653 sqft",Year Built: 2014,2 Car Garage,"$364,000",Albuquerque
1809 Sunset St SE,3 Beds,2 Baths,"1,893 sqft",Year Built: 2023,Garage,"$543,221",Albuquerque
11th U6 B78 L25 Ave,,,,,No Info,"$7,000",Albuquerque
6304 Canterbury NE,2 Beds,2 Baths,"1,563 sqft",Year Built: 1993,2 Car Garage,"$450,000",Albuquerque
1019 Cerro Vista Rd SW,3 Beds,2 Baths,"1,230 sqft",Year Built: 1946,No Info,"$295,000",Albuquerque
9228 Bear Lake Way NW,2 Beds,2 Baths,"2,035 sqft",Year Built: 2015,2 Car Garage,"$530,000",Albuquerque
608 Grecian Ave NW,,,,,No Info,"$999,900",Albuquerque
13200 Strada Tuscano NE,3 Beds,3 Baths,"2,504 sqft",Year Built: 2007,2 Car Garage,"$510,000",Albuquerque
3525 Newcastle Dr SE,5 Beds,3 Baths,"3,111 sqft",Year Built: 2001,Garage,"$575,000",Albuquerque
4401 Cuarzo Ave NW,5 Beds,3 Baths,"2,046 sqft",Year Built: 1998,2 Car Garage,"$369,000",Albuquerque
1924 Girard Blvd NE,5 Beds,3 Baths,"3,600 sqft (on 0.52 acres)",Year Built: 1946,Garage,"$650,000",Albuquerque
8th St   NE #9th-unit 9,,,,,No Info,"$46,000",Albuquerque
7921 Woodleaf Dr NE,2 Beds,2 Baths,"1,575 sqft",Year Built: 1985,2 Car Garage,"$349,000",Albuquerque
712 Sandy Dr NW,3 Beds,3 Baths,"2,492 sqft",Year Built: 2006,2 Car Garage,"$370,000",Albuquerque
720 Truman St NE,3 Beds,2 Baths,,Year Built: 1956,No Info,"$2,500,000",Albuquerque
729 Adobe Rd NW,5 Beds,5 Baths,"5,214 sqft (on 1 acre)",Year Built: 1930,1 Car Garage,"$1,200,000",Albuquerque
417 2nd St SW,3 Beds,2 Baths,"1,360 sqft (on 0.50 acres)",Year Built: 1999,Garage,"$307,900",Albuquerque
1810 Florida St NE,3 Beds,2 Baths,"1,737 sqft",Year Built: 1951,No Info,"$359,000",Albuquerque
200 16th St   SW,4 Beds,5 Baths,"4,911 sqft (on 0.45 acres)",Year Built: 1946,3 Car Garage,"$1,450,000",Albuquerque
8443 Bella Vista Pl NW,4 Beds,4 Baths,"3,336 sqft",Year Built: 1994,2 Car Garage,"$525,000",Albuquerque
48th St   NE,,,,,No Info,"$4,500",Albuquerque
11005 Bridgepointe Ct NE,4 Beds,4 Baths,"3,434 sqft",Year Built: 1994,3 Car Garage,"$795,000",Albuquerque
5000 4th St SW,4 Beds,3 Baths,"2,943 sqft (on 0.28 acres)",Year Built: 1962,2 Car Garage,"$349,000",Albuquerque
901 Wind River St SE,4 Beds,3 Baths,"2,907 sqft",Year Built: 1995,3 Car Garage,"$475,000",Albuquerque
1619 Elfego Baca Dr SW,3 Beds,2 Baths,"1,440 sqft",Year Built: 1962,Garage,"$268,000",Albuquerque
2600 Veranda Rd NW,3 Beds,2 Baths,"2,300 sqft (on 0.45 acres)",Year Built: 1956,4 Car Garage,"$799,990",Albuquerque
9620 2nd St NW,2 Beds,1 Bath,"1,048 sqft (on 0.75 acres)",Year Built: 1950,No Info,"$399,999",Albuquerque
1742 13th Ave SE,,,,,No Info,"$89,000",Albuquerque
1321 Van Cleave Rd NW,3 Beds,2 Baths,"2,370 sqft",Year Built: 2023,2 Car Garage,"$699,000",Albuquerque
10156 Masters Dr NE,5 Beds,6 Baths,"6,362 sqft (on 0.45 acres)",Year Built: 1993,4 Car Garage,"$1,400,000",Albuquerque
1325 Van Cleave Rd   NW,3 Beds,2 Baths,"2,370 sqft",Year Built: 2023,2 Car Garage,"$699,000",Albuquerque
10031 Guadalupe Trl  NW #A,3 Beds,2 Baths,"1,467 sqft (on 0.26 acres)",Year Built: 1970,No Info,"$295,000",Albuquerque
Gaspar Rd   NE,,,,,No Info,"$23,000",Albuquerque
3317 Llano Vista Loop NE,4 Beds,4 Baths,"3,213 sqft",Year Built: 2016,2 Car Garage,"$549,900",Albuquerque
1721 Silver Ave SE,2 Beds,1 Bath,"1,722 sqft",Year Built: 1921,No Info,"$385,000",Albuquerque
1609 Aztec Sun Ct   SE,3 Beds,3 Baths,"2,567 sqft (on 0.49 acres)",Year Built: 2023,3 Car Garage,"$650,000",Albuquerque
7400 Shaheen Ct NE,4 Beds,3 Baths,"2,850 sqft",Year Built: 2008,3 Car Garage,"$625,000",Albuquerque
300 San Mateo Blvd NE,Studio,1 Bath,"101,000 sqft (on 3.37 acres)",Year Built: 1979,No Info,"$500,000",Albuquerque
609 10th St NE,4 Beds,3 Baths,"2,498 sqft (on 0.50 acres)",Year Built: 2009,3 Car Garage,"$549,900",Albuquerque
3140 June St NE,3 Beds,3 Baths,"2,141 sqft",Year Built: 1969,2 Car Garage,"$399,500",Albuquerque
1307 Camino Amparo NW,4 Beds,5 Baths,"4,034 sqft (on 0.28 acres)",Year Built: 1984,Garage,"$769,900",Albuquerque
10809 Caresso Loop,3 Beds,2 Baths,"1,420 sqft",,Garage,"$316,190",Albuquerque
1521 55th St NW,4 Beds,3 Baths,"2,632 sqft",Year Built: 1969,No Info,"$250,000",Albuquerque
2505 Maiden Grass Rd NW,4 Beds,4 Baths,"2,544 sqft",Year Built: 2001,Garage,"$435,000",Albuquerque
839 Mesa Roja Trl NE,4 Beds,4 Baths,"3,219 sqft",Year Built: 2016,3 Car Garage,"$675,000",Albuquerque
4603 Clay St SE,3 Beds,2 Baths,"2,090 sqft",Year Built: 1995,No Info,"$299,900",Albuquerque
7108 Bellrose Ave NE,4 Beds,2 Baths,"2,001 sqft",Year Built: 1960,2 Car Garage,"$405,000",Albuquerque
5036 Fairfax Dr NW,4 Beds,3 Baths,"2,432 sqft (on 0.37 acres)",Year Built: 1972,2 Car Garage,"$374,900",Albuquerque
290 Fleet Rd   NE,4 Beds,3 Baths,"2,356 sqft",Year Built: 2022,Garage,"$545,290",Albuquerque
8th L 38 39 40 B 8 U 2 Ave,,,,,No Info,"$13,000",Albuquerque
600 Solano Dr SE,4 Beds,3 Baths,"3,011 sqft",Year Built: 1953,2 Car Garage,"$738,000",Albuquerque
5813 Alta Monte Ave NE,3 Beds,2 Baths,"1,766 sqft",Year Built: 1953,No Info,"$339,900",Albuquerque
Pablito Ln,,,,,No Info,"$490,000",Albuquerque
Lot 2 Rio Rancho Dr   NE,,,,,No Info,"$85,000",Albuquerque
815 Mountain Rd NW,3 Beds,2 Baths,"2,742 sqft",Year Built: 1916,No Info,"$499,000",Albuquerque
2324 Bates Well Ln NW,2 Beds,2 Baths,"1,891 sqft",Year Built: 2018,2 Car Garage,"$496,508",Albuquerque
13600 Barranca Vista Ct NE,,,,,No Info,"$595,000",Albuquerque
9304 Black Farm Ln NW,3 Beds,3 Baths,"3,100 sqft (on 0.84 acres)",Year Built: 2006,Garage,"$1,060,000",Albuquerque
8005 Merissa Ln NE,3 Beds,3 Baths,"2,580 sqft",Year Built: 2006,3 Car Garage,"$725,000",Albuquerque
2108 Willow Canyon Trl NW,2 Beds,2 Baths,"1,835 sqft",Year Built: 2017,Garage,"$525,000",Albuquerque
3904 Alamogordo Dr NW,3 Beds,3 Baths,"2,450 sqft (on 0.35 acres)",Year Built: 2004,3 Car Garage,"$725,000",Albuquerque
1100 Alvarado Dr SE #308,2 Beds,2 Baths,850 sqft,Year Built: 1965,No Info,"$139,000",Albuquerque
1017 Girard Blvd NE,4 Beds,2 Baths,"2,273 sqft",Year Built: 1963,No Info,"$569,000",Albuquerque
2212 Las Brisas Cir SE,4 Beds,2 Baths,"2,314 sqft",Year Built: 2008,Garage,"$450,000",Albuquerque
6400 Sage Rd SW,,,,,No Info,"$499,000",Albuquerque
2917 Kiva Vw NE,4 Beds,4 Baths,"3,435 sqft",Year Built: 2016,3 Car Garage,"$774,000",Albuquerque
5115 Hattiesburg Ave NW,3 Beds,2 Baths,"2,168 sqft (on 0.31 acres)",Year Built: 1988,2 Car Garage,"$385,000",Albuquerque
8019 Marigold Dr NW,3 Beds,3 Baths,"2,269 sqft (on 0.39 acres)",,4 Car Garage,"$549,900",Albuquerque
9221 Balloon Glow Ln,3 Beds,4 Baths,"2,813 sqft",,Garage,"$926,915",Albuquerque
9815 Lorelei Ln NE,3 Beds,2 Baths,"1,910 sqft",Year Built: 1979,2 Car Garage,"$467,000",Albuquerque
502 Inca Rd   SE,,,,,No Info,"$16,000",Albuquerque
605 Inca Rd   SE,,,,,No Info,"$15,000",Albuquerque
2305 Chuckwalla Spring Trl NW,2 Beds,2 Baths,"1,835 sqft",Year Built: 2019,Garage,"$521,900",Albuquerque
420 2nd St   NE,3 Beds,2 Baths,"1,915 sqft (on 0.50 acres)",,Garage,"$450,000",Albuquerque
10924 Lagrange Park Dr NE,4 Beds,3 Baths,"2,216 sqft",Year Built: 1991,2 Car Garage,"$465,000",Albuquerque
Dover Rd,,,,,No Info,"$3,500",Albuquerque
7112 Pan American Fwy NE #181,3 Beds,2 Baths,912 sqft,Year Built: 2023,Open Parking,"$79,995",Albuquerque
7112 Pan American East Fwy  NE #18,2 Beds,2 Baths,"1,164 sqft",Year Built: 2002,Open Parking,"$89,900",Albuquerque
2600 New York Ave NW #55,3 Beds,2 Baths,"1,216 sqft",Year Built: 1993,Open Parking,"$62,900",Albuquerque
7112 Pan American Fwy NE #161,2 Beds,2 Baths,"1,440 sqft",Year Built: 1994,Garage,"$84,500",Albuquerque
1449 Wagon Train Dr SE,3 Beds,2 Baths,"2,405 sqft",Year Built: 1984,2 Car Garage,"$450,000",Albuquerque
800 Salida Sandia SW,6 Beds,7 Baths,"12,262 sqft (on 1.58 acres)",Year Built: 1989,3 Car Garage,"$2,400,000",Albuquerque
19 Rancho West Dr SE,,,,,No Info,"$65,000",Albuquerque
2105 22nd Ave SW,,,,,No Info,"$8,000",Albuquerque
18 Rancho West Dr SE,,,,,No Info,"$60,000",Albuquerque
4915 Camino De Monte NE,4 Beds,3 Baths,"2,835 sqft (on 0.34 acres)",Year Built: 1981,4 Car Garage,"$729,000",Albuquerque
37 5th St   NE,,,,,No Info,"$65,000",Albuquerque
36 5th St   NE,,,,,No Info,"$65,000",Albuquerque
1100 Palomas Dr   SE #1104,2 Beds,1 Bath,"7,720 sqft (on 0.56 acres)",Year Built: 1955,No Info,"$925,488",Albuquerque
33 24th St   SW,,,,,No Info,"$10,000",Albuquerque
Starwood Plan in Inspiration - Peak Series by Pulte Homes,4 Beds,3 Baths,"3,491 sqft",Year Built: 2023,No Info,"$540,990+",Albuquerque
504 Tassy Ct SE,4 Beds,3 Baths,"2,283 sqft",Year Built: 1978,3 Car Garage,"$334,999",Albuquerque
13515 Pino Ridge Pl NE,,,,,No Info,"$675,000",Albuquerque
8012 Alto Rey Ct NW,4 Beds,4 Baths,"2,726 sqft (on 0.32 acres)",,3 Car Garage,"$760,000",Albuquerque
3639 23rd Ave  NW,,,,,No Info,"$22,000",Albuquerque
304 Candelaria Rd NW,,,,,No Info,"$325,000",Albuquerque
9016 Cambrils Dr,3 Beds,3 Baths,"1,984 sqft",,Garage,"$530,140",Albuquerque
3820 Tallado Ct   NW,3 Beds,2 Baths,"1,494 sqft",Year Built: 2023,2 Car Garage,"$394,900",Albuquerque
1919 Edith Blvd SE,5 Beds,2 Baths,"1,876 sqft",Year Built: 1944,No Info,"$290,000",Albuquerque
611 Turmalina Dr,4 Beds,2 Baths,"1,602 sqft",,2 Car Garage,"$379,190",Albuquerque
595 Turmalina Dr,4 Beds,2 Baths,"1,602 sqft",,2 Car Garage,"$373,390",Albuquerque
614 Turmalina Dr,3 Beds,2 Baths,"1,420 sqft",,2 Car Garage,"$359,990",Albuquerque
8719 Jet Stream Rd NW,4 Beds,4 Baths,"2,765 sqft",Year Built: 2018,2 Car Garage,"$459,000",Albuquerque
9020 Cambrils Dr,4 Beds,3 Baths,"2,492 sqft",,2 Car Garage,"$572,740",Albuquerque
6621 Briarcliff NE,4 Beds,3 Baths,"3,824 sqft",Year Built: 1992,3 Car Garage,"$712,000",Albuquerque
3017 Matador Dr NE,4 Beds,3 Baths,"2,417 sqft",Year Built: 1970,2 Car Garage,"$565,000",Albuquerque
3859 Montgomery Blvd NE #1334,2 Beds,2 Baths,950 sqft,Year Built: 1972,No Info,"$140,000",Albuquerque
2800 Vail Ave  SE #102,Studio,1 Bath,400 sqft,Year Built: 1974,No Info,"$75,000",Albuquerque
1403 Ridgecrest Loop SE,5 Beds,3 Baths,"3,878 sqft (on 0.29 acres)",Year Built: 1970,3 Car Garage,"$515,000",Albuquerque
5501 Darlington Pl NW,4 Beds,3 Baths,"3,087 sqft",Year Built: 2005,2 Car Garage,"$400,000",Albuquerque
10605 Calle Merida NW,4 Beds,3 Baths,"2,330 sqft",Year Built: 2005,2 Car Garage,"$370,000",Albuquerque
299 Fleet Rd   NE,3 Beds,3 Baths,"2,119 sqft",Year Built: 2023,Garage,"$487,460",Albuquerque
5021 Cascade Pl NW,5 Beds,3 Baths,"4,149 sqft",Year Built: 2005,2 Car Garage,"$625,000",Albuquerque
8912 Black Sand St,4 Beds,2 Baths,"1,907 sqft",Year Built: 2023,Garage,"$406,995",Albuquerque
805 25th St   SW,,,,,No Info,"$36,000",Albuquerque
Unit 13,,,,,No Info,"$27,500",Albuquerque
2703 Dunster St,,,,,No Info,"$27,500",Albuquerque
On 60th St,,,,,No Info,"$15,795",Albuquerque
1109 10th St   NW,,,,,No Info,"$36,500",Albuquerque
2401 Chelwood Park Blvd NE #A,3 Beds,2 Baths,"1,216 sqft",Year Built: 2008,1 Car Garage,"$224,000",Albuquerque
13805 Serenity Hills Ct SE,3 Beds,2 Baths,"1,391 sqft",Year Built: 2004,2 Car Garage,"$329,900",Albuquerque
13619 Covered Wagon Ave  SE,3 Beds,3 Baths,"1,789 sqft",Year Built: 2023,2 Car Garage,"$375,000",Albuquerque
Homes Available Soon Plan in Estates at Academy by Pulte Homes,Studio,,,Year Built: 2023,No Info,,Albuquerque
3127 Truman St NE,4 Beds,2 Baths,"2,290 sqft",Year Built: 1953,No Info,"$384,000",Albuquerque
57 Joe Nestor Rd,,,,,No Info,"$83,000",Albuquerque
1716 Paisano St NE,,,,,No Info,"$129,000",Albuquerque
1430 Franciscan St NE,2 Beds,1 Bath,839 sqft,Year Built: 1935,No Info,"$170,000",Albuquerque
1500 Soplo Rd SE,4 Beds,3 Baths,"2,829 sqft (on 0.47 acres)",Year Built: 1976,2 Car Garage,"$500,000",Albuquerque
12104 Dan Patch Rd SE,4 Beds,4 Baths,"2,709 sqft",Year Built: 2007,2 Car Garage,"$460,000",Albuquerque
13405 La Arista Pl NE,3 Beds,4 Baths,"4,000 sqft (on 0.91 acres)",Year Built: 2006,Garage,"$1,690,000",Albuquerque
4900 Rio Grande Ln NW,,,"3,600 sqft (on 6.90 acres)",,No Info,"$2,900,000",Albuquerque
54th St   SW,,,,,No Info,"$5,000",Albuquerque
8320 Chilte Pine Rd NW,4 Beds,3 Baths,"2,650 sqft",Year Built: 2010,2 Car Garage,"$399,990",Albuquerque
58th St   SW,,,,,No Info,"$5,000",Albuquerque
56 Street SW,,,,,No Info,"$5,000",Albuquerque
7210 Santa Fe Trl NW,3 Beds,2 Baths,"1,525 sqft (on 0.27 acres)",,No Info,"$305,000",Albuquerque
12700 Tomlinson Dr SE,3 Beds,2 Baths,"1,840 sqft",Year Built: 1978,No Info,"$304,000",Albuquerque
9012 Brazos Ridge Cir NW,3 Beds,3 Baths,"2,441 sqft",Year Built: 2015,Garage,"$499,000",Albuquerque
950 12th St SW,4 Beds,2 Baths,"1,680 sqft (on 0.50 acres)",,No Info,"$169,900",Albuquerque
4 Mill Rd NW,3 Beds,2 Baths,"1,954 sqft",Year Built: 1980,2 Car Garage,"$510,000",Albuquerque
8012 Edith Blvd NE,,,,,No Info,"$520,000",Albuquerque
Perezoso NW,,,,,No Info,"$90,000",Albuquerque
Lori NW,,,,,No Info,"$60,000",Albuquerque
3522 Rio Grande Blvd NW,4 Beds,2 Baths,"2,384 sqft (on 0.39 acres)",Year Built: 1950,No Info,"$589,999",Albuquerque
10201 Pandora Ln NW,4 Beds,3 Baths,"2,643 sqft",Year Built: 1989,2 Car Garage,"$409,000",Albuquerque
7504 Edith Blvd NE,,,,,No Info,"$260,000",Albuquerque
2732 Puerta Del Bosque Ln NW,3 Beds,2 Baths,"1,962 sqft",Year Built: 2022,2.5 Car Garage,"$750,000",Albuquerque
4316 Lauren Loop,3 Beds,3 Baths,"2,099 sqft",,Garage,"$490,405",Albuquerque
7008 Kiowa Ave NE,4 Beds,2 Baths,"2,303 sqft",Year Built: 1961,2 Car Garage,"$425,000",Albuquerque
900 Devon Ln NW,3 Beds,4 Baths,"3,777 sqft (on 1.40 acres)",Year Built: 2017,6 Car Garage,"$1,450,000",Albuquerque
4008 Gondola Way,3 Beds,4 Baths,"2,279 sqft",,Garage,"$768,115",Albuquerque
7931 Tarragona Rd,4 Beds,4 Baths,"2,544 sqft",,Garage,"$626,040",Albuquerque
1639 Tierra Del Rio NW,4 Beds,3 Baths,"3,194 sqft (on 0.33 acres)",,3 Car Garage,"$710,000",Albuquerque
