Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
790 Portside Pl,3 Beds,2 Baths,"1,400 sqft",Year Built: 2005,2 Car Garage,"$629,900",San Diego
1435 India St #307,2 Beds,2 Baths,999 sqft,Year Built: 2005,1 Car Garage,"$729,000",San Diego
16907 New Rochelle Way #86,3 Beds,3 Baths,"1,428 sqft",Year Built: 2006,2 Car Garage,"$915,000",San Diego
110 W  Hall Ave,Studio,,,,No Info,,San Diego
Heritage Rd,,,,,No Info,"$75,000",San Diego
2054-2058 N  Highland Ave,Studio,,,Year Built: 2023,No Info,"$1,249,900",San Diego
2036-2040 N  Highland Ave,Studio,,,Year Built: 2023,No Info,"$1,499,900",San Diego
4218 49th St,24 Beds,16 Baths,,Year Built: 1956,16 Parking Spaces,"$5,999,000",San Diego
4153-55 Utah St,Studio,,,Year Built: 2020,No Info,"$2,895,000",San Diego
4459 32nd St,8 Beds,4 Baths,,Year Built: 1926,Garage,"$1,777,000",San Diego
4015 Idaho St,,,,,No Info,"$2,250,000",San Diego
4961 Pacifica Dr,4 Beds,2 Baths,"1,920 sqft",Year Built: 1961,2 Car Garage,"$2,375,000",San Diego
11875 Caminito Corriente,3 Beds,2 Baths,"2,161 sqft",Year Built: 1989,2 Car Garage,"$1,195,000",San Diego
6713 Aviation Dr,,,,,No Info,"$59,000",San Diego
2352 Calle Del Oro,3 Beds,3 Baths,"2,427 sqft (on 0.60 acres)",Year Built: 1955,2 Car Garage,"$4,850,000",San Diego
1025 Island Ave #401,2 Beds,2 Baths,"1,317 sqft",Year Built: 2006,Garage,"$868,000",San Diego
6707 Aviation Dr,,,,,No Info,"$59,000",San Diego
8947 Caminito Fresco,3 Beds,2 Baths,"1,620 sqft",Year Built: 1972,2 Car Garage,"$1,150,000",San Diego
7839 Wing Span Dr,4 Beds,3 Baths,"2,410 sqft",Year Built: 1984,2 Car Garage,"$1,280,000",San Diego
1936 Parrot St,3 Beds,2 Baths,"1,072 sqft",Year Built: 1954,Garage,"$749,900",San Diego
949 D Ave,4 Beds,5 Baths,"2,315 sqft",Year Built: 2021,1 Car Garage,"$3,850,000",San Diego
5181 La Dorna St,6 Beds,3 Baths,"1,394 sqft",Year Built: 1955,1 Car Garage,"$1,199,000",San Diego
1538 Kearsarge Rd,6 Beds,8 Baths,"8,397 sqft (on 0.33 acres)",Year Built: 1990,2 Car Garage,"$13,750,000",San Diego
1199 Pacific Hwy #2001,3 Beds,2 Baths,"1,684 sqft",Year Built: 2004,Garage,"$1,595,000",San Diego
939 Coast Blvd #16G,2 Beds,2 Baths,"1,799 sqft",Year Built: 1993,Garage,"$3,500,000",San Diego
1608 India St #203,1 Bed,2 Baths,"1,005 sqft (on 0.35 acres)",Year Built: 2003,Garage,"$699,000",San Diego
845 G Ave  #845,,,,,No Info,"$4,695,000",San Diego
5137 Rincon St,7 Beds,4 Baths,"2,039 sqft",Year Built: 1951,Garage,"$1,249,000",San Diego
555 Front St #405,2 Beds,2 Baths,"1,156 sqft",Year Built: 2002,2 Car Garage,"$850,000",San Diego
1205 Pacific Hwy #2306,3 Beds,2 Baths,"1,684 sqft",Year Built: 2005,Garage,"$2,049,000",San Diego
1653 El Paso Real,5 Beds,4 Baths,"2,991 sqft (on 0.50 acres)",Year Built: 1972,3 Car Garage,"$3,495,000",San Diego
2500 6th Ave #401,2 Beds,3 Baths,"2,625 sqft",Year Built: 2003,Garage,"$2,299,000",San Diego
1809 Calla St,2 Beds,2 Baths,820 sqft,Year Built: 2002,No Info,"$145,000",San Diego
Plan 3 in Atwood at 3Roots by Shea Homes-Family,4 Beds,4 Baths,"1,872 sqft",Year Built: 2023,No Info,"$967,000+",San Diego
2236-2236 W  Jewett St   #42,7 Beds,4 Baths,"2,421 sqft",Year Built: 1941,Garage,"$2,100,000",San Diego
4541 Florida St #105,1 Bed,1 Bath,581 sqft,Year Built: 1970,Garage,"$429,000",San Diego
4934 64th St,6 Beds,2 Baths,"1,763 sqft",Year Built: 1951,Garage,"$1,099,000",San Diego
3460 Columbia St,2 Beds,3 Baths,"1,534 sqft",Year Built: 1981,1 Car Garage,"$1,095,000",San Diego
939 Coast Blvd #8B,2 Beds,2 Baths,"1,937 sqft",Year Built: 1966,1 Car Garage,"$3,482,000",San Diego
4633 Mount Armet Dr,4 Beds,2 Baths,"1,499 sqft",1961,2 Car Garage,"$1,599,000",San Diego
6416 Friars Rd #106,1 Bed,1 Bath,661 sqft,Year Built: 1972,1 Car Garage,"$469,000",San Diego
4230 Bernadine Pl,3 Beds,2 Baths,"1,402 sqft",1952,1 Car Garage,"$729,999",San Diego
4236 Keeler Ave,3 Beds,2 Baths,"1,392 sqft",Year Built: 1941,No Info,"$798,000",San Diego
1325 Pacific Hwy #308,3 Beds,3 Baths,"2,042 sqft",Year Built: 2009,Garage,"$1,588,000",San Diego
16831 Crescent Creek Dr,5 Beds,6 Baths,"4,625 sqft (on 1.17 acres)",Year Built: 2013,4 Car Garage,"$3,800,000",San Diego
6980 Saranac,,,,,No Info,"$329,000",San Diego
900 Melrose Pl,,,,,No Info,"$795,000",San Diego
845 G Ave,,,,,No Info,"$4,695,000",San Diego
5334 Olvera Ave,5 Beds,3 Baths,"1,724 sqft",Year Built: 2023,2 Car Garage,"$849,900",San Diego
3784 33rd St #11,2 Beds,2 Baths,768 sqft,Year Built: 1982,1 Car Garage,"$585,000",San Diego
5961 Camber Dr,3 Beds,2 Baths,"1,363 sqft",Year Built: 1962,2 Car Garage,"$1,585,000",San Diego
2384 Cowley Way,4 Beds,2 Baths,"2,751 sqft",Year Built: 2021,2 Car Garage,"$1,995,000",San Diego
4106 Alameda Dr,4 Beds,4 Baths,"3,793 sqft (on 0.51 acres)",Year Built: 1911,Garage,"$4,650,000",San Diego
3616 Leland St,3 Beds,2 Baths,"1,462 sqft",Year Built: 1960,2 Car Garage,"$1,399,000",San Diego
42 Antigua Ct,3 Beds,2 Baths,"1,729 sqft",Year Built: 1973,Garage,"$1,795,000",San Diego
4444 W  Point Loma Blvd #11,2 Beds,2 Baths,986 sqft,Year Built: 1966,Garage,"$599,900",San Diego
3614 Amaryllis Dr,3 Beds,2 Baths,"1,776 sqft",Year Built: 1952,Garage,"$1,650,000",San Diego
821 Moana Dr,3 Beds,3 Baths,"2,259 sqft",Year Built: 1954,Garage,"$1,759,000",San Diego
2834 Rockne St,3 Beds,2 Baths,"1,461 sqft",Year Built: 1961,2 Car Garage,"$725,000",San Diego
Bayview heights Dr,,,,,No Info,"$549,900",San Diego
2236-42 W  Jewett St,Studio,,,Year Built: 1941,No Info,"$2,100,000",San Diego
4444 New Jersey St,4 Beds,2 Baths,"2,029 sqft",Year Built: 1912,1 Car Garage,"$1,698,000",San Diego
965 Alvin St,3 Beds,2 Baths,"1,277 sqft",Year Built: 1958,2 Car Garage,"$699,900",San Diego
1388 Kettner Blvd #603,2 Beds,2 Baths,"1,241 sqft",Year Built: 2019,Garage,"$1,137,700",San Diego
5129 Bareback Sq,3 Beds,4 Baths,"3,300 sqft (on 8.28 acres)",Year Built: 1985,2 Car Garage,"$3,495,000",San Diego
6667 Merwell St,3 Beds,2 Baths,"1,323 sqft (on 0.34 acres)",Year Built: 1970,2 Car Garage,"$1,425,000",San Diego
4649 Terraza Mar Marvelosa,5 Beds,3 Baths,"2,905 sqft",Year Built: 2001,3 Car Garage,"$2,095,000",San Diego
51 Spinnaker Way,4 Beds,4 Baths,"3,493 sqft",Year Built: 1988,2 Car Garage,"$3,350,000",San Diego
15701 Wainright Ln,4 Beds,4 Baths,"2,547 sqft",Year Built: 2022,2 Car Garage,"$1,862,900",San Diego
1355 Willow St,6 Beds,6 Baths,"4,662 sqft",Year Built: 1948,2 Car Garage,"$3,295,000",San Diego
3964 Ashford St,3 Beds,2 Baths,"1,536 sqft",Year Built: 1959,2 Car Garage,"$1,049,900",San Diego
550 Front St   #3004 & 300,3 Beds,5 Baths,"4,335 sqft",Year Built: 2006,Garage,"$6,150,000",San Diego
12536 Cavallo St,3 Beds,3 Baths,"2,119 sqft",Year Built: 1993,Garage,"$1,499,000",San Diego
5459 Moonlight Ln,5 Beds,3 Baths,"3,945 sqft",Year Built: 1965,2 Car Garage,"$4,375,000",San Diego
702 Ash St #304,2 Beds,2 Baths,"1,116 sqft",Year Built: 1929,Garage,"$675,000",San Diego
6131 Rancho Mission Rd #212,1 Bed,1 Bath,680 sqft,Year Built: 1979,Garage,"$419,900",San Diego
3380 Trumbull St,3 Beds,3 Baths,"2,320 sqft",Year Built: 1955,2 Car Garage,"$2,195,000",San Diego
2320 Via Aprilia,4 Beds,5 Baths,"4,404 sqft",Year Built: 2023,2 Car Garage,"$7,500,000",San Diego
12530 Carmel Creek Rd #139,1 Bed,1 Bath,638 sqft,Year Built: 1990,Garage,"$560,000",San Diego
510 1st Ave #202,2 Beds,2 Baths,"1,402 sqft",Year Built: 2002,1 Car Garage,"$850,000",San Diego
3218 Ibis St,4 Beds,5 Baths,"2,563 sqft",Year Built: 2017,2 Car Garage,"$2,499,000",San Diego
1402 Everview Rd,4 Beds,4 Baths,"2,262 sqft",Year Built: 1972,2 Car Garage,"$2,249,000",San Diego
6780 Mission Gorge Rd #4,2 Beds,2 Baths,"1,471 sqft",Year Built: 1980,Garage,"$665,000",San Diego
Tompkins St,,,,,No Info,"$749,000",San Diego
2030 Froude St,3 Beds,3 Baths,"1,914 sqft",Year Built: 1999,3 Car Garage,"$1,895,000",San Diego
300 W  Beech St #1607,1 Bed,1 Bath,706 sqft (on 1.38 acres),Year Built: 2004,Garage,"$609,000",San Diego
4845 Barstow St,4 Beds,3 Baths,"1,512 sqft",Year Built: 1958,1 Car Garage,"$1,199,900",San Diego
4805 Iroquois Ave,10 Beds,8 Baths,"3,976 sqft",Year Built: 2023,Garage,"$3,400,000",San Diego
1177 Pacific Beach Dr,3 Beds,2 Baths,"1,599 sqft",Year Built: 2002,Garage,"$3,500,000",San Diego
873 Sunnyside Ave,2 Beds,2 Baths,"1,062 sqft (on 0.54 acres)",Year Built: 1954,1 Car Garage,"$624,900",San Diego
4247 Pilon Point,4 Beds,3 Baths,"2,210 sqft",Year Built: 1986,3 Car Garage,"$1,900,000",San Diego
1280 Lincoln Ave,3 Beds,2 Baths,"1,377 sqft",Year Built: 2013,1 Car Garage,"$1,180,000",San Diego
850 State St #312,2 Beds,2 Baths,"1,275 sqft",Year Built: 1985,Garage,"$829,000",San Diego
4100 Voltaire St #125,2 Beds,3 Baths,"1,554 sqft",Year Built: 2019,Garage,"$939,000",San Diego
3422 Whittier St,4 Beds,4 Baths,"2,550 sqft",Year Built: 1948,Garage,"$1,919,900",San Diego
5663 Willowmere Ln,5 Beds,3 Baths,"2,597 sqft",Year Built: 2000,3 Car Garage,"$2,150,000",San Diego
6944 Country Club Dr,5 Beds,3 Baths,"2,464 sqft (on 0.30 acres)",Year Built: 1957,2 Car Garage,"$3,695,000",San Diego
336 S  37th St,2 Beds,2 Baths,735 sqft,Year Built: 2018,Garage,"$619,000",San Diego
Plan 2 in Atwood at 3Roots by Shea Homes-Family,3 Beds,4 Baths,"1,618 sqft",Year Built: 2023,No Info,"$900,000+",San Diego
4017 Del Mar Ave,4 Beds,2 Baths,"1,752 sqft",Year Built: 1929,Garage,"$1,600,000",San Diego
550 Camino De La Reina #214,2 Beds,2 Baths,"1,274 sqft",Year Built: 1991,Garage,"$659,000",San Diego
517-19 61st St,5 Beds,3 Baths,,Year Built: 1958,Garage,"$989,000",San Diego
1370 Nashville St,4 Beds,4 Baths,"2,373 sqft",Year Built: 1958,3 Car Garage,"$1,475,000",San Diego
1025 Island Ave #302,2 Beds,2 Baths,"1,046 sqft",Year Built: 2006,Garage,"$699,000",San Diego
305 Pomona Ave,2 Beds,2 Baths,756 sqft,Year Built: 1887,Garage,"$1,695,000",San Diego
4510 Moraga Ave,3 Beds,2 Baths,"1,404 sqft",Year Built: 1956,2 Car Garage,"$899,000",San Diego
8302 Bashan Lake Ave,3 Beds,2 Baths,"1,251 sqft",Year Built: 1960,2 Car Garage,"$975,000",San Diego
14946 Valle Del Sur Ct,4 Beds,5 Baths,"6,157 sqft (on 0.69 acres)",Year Built: 2016,4 Car Garage,"$5,250,000",San Diego
10418 Scripps Poway Pkwy #98,2 Beds,3 Baths,"1,134 sqft",Year Built: 2003,1 Car Garage,"$810,000",San Diego
5180 Appleton St,3 Beds,3 Baths,"1,399 sqft",Year Built: 1960,1 Car Garage,"$1,200,000",San Diego
1447 Reed Ave,4 Beds,2 Baths,"1,599 sqft",Year Built: 1950,1 Car Garage,"$1,700,000",San Diego
17196 Libertad Dr,4 Beds,3 Baths,"2,160 sqft",Year Built: 1970,2 Car Garage,"$1,195,000",San Diego
1771 Royston Dr,3 Beds,2 Baths,"1,460 sqft",Year Built: 1970,2 Car Garage,"$850,000",San Diego
18752 Caminito Cantilena #171,2 Beds,2 Baths,"1,140 sqft (on 2.75 acres)",Year Built: 1993,Garage,"$650,000",San Diego
1830 Avenida Del Mundo #1103,1 Bed,1 Bath,756 sqft,Year Built: 1974,Garage,"$1,450,000",San Diego
3130-3130 62nd St,3 Beds,2 Baths,"1,230 sqft",Year Built: 1951,No Info,"$825,000",San Diego
11531 Rose Garden Ct,6 Beds,4 Baths,"3,144 sqft",Year Built: 2005,2 Car Garage,"$1,699,000",San Diego
5686 Taft Ave,6 Beds,8 Baths,"5,225 sqft (on 0.39 acres)",Year Built: 2000,2 Car Garage,"$6,800,000",San Diego
4028 Mahaila Ave #C,3 Beds,3 Baths,"1,729 sqft",Year Built: 1979,2 Car Garage,"$1,100,000",San Diego
Plan 6 in Atwood at 3Roots by Shea Homes-Family,2 Beds,3 Baths,"1,686 sqft",Year Built: 2023,No Info,"$945,000+",San Diego
5645 Soledad Mountain Rd,5 Beds,5 Baths,"2,757 sqft (on 0.31 acres)",Year Built: 2010,4 Car Garage,"$2,444,400",San Diego
5460 La Jolla Blvd #G201,2 Beds,2 Baths,"1,768 sqft",Year Built: 2005,Garage,"$2,250,000",San Diego
18692 Caminito Cantilena #213,2 Beds,2 Baths,"1,056 sqft",Year Built: 1993,1 Parking Spaces,"$600,000",San Diego
3130-32 30th St,Studio,,,Year Built: 1951,No Info,"$825,000",San Diego
6501 Bing St,5 Beds,2 Baths,"2,344 sqft",Year Built: 1950,2 Carport Spaces,"$895,000",San Diego
10183 Lone Dove St,4 Beds,4 Baths,"2,886 sqft",Year Built: 2003,3 Car Garage,"$1,869,000",San Diego
3216 W  Canyon Ave  W,4 Beds,3 Baths,"2,142 sqft",Year Built: 1999,2 Car Garage,"$1,384,000",San Diego
4982 Imperial Ave,,,,,No Info,"$995,000",San Diego
3476 Martin Ave,3 Beds,1 Bath,"1,004 sqft",Year Built: 1949,1 Car Garage,"$699,000",San Diego
7877 Inception Way,3 Beds,4 Baths,"1,814 sqft (on 0.74 acres)",Year Built: 2012,Garage,"$1,185,000",San Diego
800 The Mark Ln #1004,1 Bed,1 Bath,905 sqft,Year Built: 2007,Garage,"$699,000",San Diego
777 6th Ave #234,1 Bed,1 Bath,544 sqft,Year Built: 2005,Garage,"$425,000",San Diego
5875 Box Canyon Rd,5 Beds,5 Baths,"4,498 sqft (on 0.59 acres)",Year Built: 1959,Garage,"$4,395,000",San Diego
4334 Beta St,9 Beds,7 Baths,"3,180 sqft",Year Built: 1973,Garage,"$1,550,000",San Diego
17440 Plaza Animado #124,2 Beds,2 Baths,"1,455 sqft",Year Built: 1973,1 Carport Spaces,"$585,000",San Diego
12312 Cornwallis Sq,4 Beds,3 Baths,"2,221 sqft (on 2.15 acres)",Year Built: 1990,2 Car Garage,"$1,199,900",San Diego
2644 Costebelle Dr,4 Beds,4 Baths,"3,623 sqft (on 0.49 acres)",Year Built: 1985,2 Car Garage,"$4,290,000",San Diego
5523 Conrad Ave,3 Beds,2 Baths,"1,592 sqft",Year Built: 1961,1 Car Garage,"$999,000",San Diego
3693 Eagle St,3 Beds,2 Baths,"1,468 sqft",Year Built: 1933,1 Car Garage,"$1,450,000",San Diego
6675 Mission Gorge Rd #A114,1 Bed,1 Bath,626 sqft,Year Built: 1976,1 Parking Spaces,"$425,000",San Diego
7567 Northern Lgts,4 Beds,5 Baths,"6,217 sqft (on 1.56 acres)",Year Built: 2004,4 Car Garage,"$5,699,000",San Diego
550 Front St #1603,2 Beds,3 Baths,"1,203 sqft",Year Built: 2005,2 Car Garage,"$1,275,000",San Diego
Kenwood St,,,,,No Info,"$225,000",San Diego
14630 Caminito Lazanja,5 Beds,5 Baths,"3,570 sqft",Year Built: 2003,3 Car Garage,"$2,850,000",San Diego
3930 Centre St #104,2 Beds,2 Baths,"1,210 sqft",Year Built: 1986,2 Car Garage,"$689,900",San Diego
2200 Coronado Ave #34,3 Beds,2 Baths,"1,300 sqft",Year Built: 1986,Garage,"$269,000",San Diego
4010 Crown Point Dr,3 Beds,3 Baths,"1,635 sqft",Year Built: 1970,1 Car Garage,"$1,475,000",San Diego
2921 29th St,4 Beds,3 Baths,"1,844 sqft",Year Built: 1952,Garage,"$1,575,000",San Diego
8496 Spreckels Ln,4 Beds,3 Baths,"2,360 sqft",Year Built: 2010,2 Car Garage,"$1,495,000",San Diego
3611 1/2 46th St,3 Beds,2 Baths,750 sqft,Year Built: 1929,Garage,"$695,000",San Diego
800 The Mark Ln #1601,2 Beds,2 Baths,"1,324 sqft",Year Built: 2007,Garage,"$1,100,000",San Diego
100 Harbor Dr   #3902,3 Beds,4 Baths,"4,303 sqft",Year Built: 1992,3 Car Garage,"$4,888,888",San Diego
572 21st St,4 Beds,4 Baths,"2,145 sqft",Year Built: 1920,No Info,"$1,475,000",San Diego
1245 Colusa St,4 Beds,3 Baths,"2,308 sqft",Year Built: 1940,No Info,"$1,640,000",San Diego
1742-48 Kearney Ave,7 Beds,3 Baths,,Year Built: 2006,Garage,"$925,000",San Diego
8418 Paseo Del Ocaso,5 Beds,3 Baths,"2,232 sqft",Year Built: 1980,2 Car Garage,"$4,750,000",San Diego
Plan 1 in Atwood at 3Roots by Shea Homes-Family,3 Beds,4 Baths,"1,518 sqft",Year Built: 2023,No Info,"$874,310+",San Diego
Bayview Heights Dr   #1,,,,,No Info,"$549,900",San Diego
361 C Ave,3 Beds,3 Baths,"1,976 sqft",Year Built: 2015,Garage,"$3,140,000",San Diego
4430 Cape May Ave,6 Beds,5 Baths,"3,602 sqft",Year Built: 1990,Garage,"$2,998,985",San Diego
1515 Republic St,,,,,No Info,"$230,000",San Diego
402 63rd St #142,3 Beds,2 Baths,978 sqft,Year Built: 2012,2 Open Spaces,"$220,000",San Diego
8530 Boulder Way,4 Beds,3 Baths,"2,148 sqft",Year Built: 2019,2 Car Garage,"$1,000,000",San Diego
4435 Nobel Dr #16,2 Beds,2 Baths,"1,005 sqft",Year Built: 1985,Garage,"$850,000",San Diego
5507 Ladybird Ln,3 Beds,2 Baths,"2,053 sqft",Year Built: 1963,2 Car Garage,"$2,800,000",San Diego
16226 Avenida Venusto #E,3 Beds,2 Baths,"1,311 sqft",Year Built: 1991,Garage,"$675,000",San Diego
6979 Bobhird Dr,5 Beds,3 Baths,"1,794 sqft",Year Built: 1967,2 Car Garage,"$1,238,000",San Diego
2760 B St #114,1 Bed,1 Bath,560 sqft,Year Built: 2006,Garage,"$449,000",San Diego
645 Front St #101,2 Beds,3 Baths,"2,150 sqft",Year Built: 2003,Garage,"$1,899,999",San Diego
888 W  E St   #3201,3 Beds,3 Baths,"1,770 sqft",Year Built: 2018,Garage,"$3,399,000",San Diego
7856 Sendero Angelica,5 Beds,6 Baths,"6,558 sqft (on 1.15 acres)",Year Built: 2008,4 Car Garage,"$6,900,000",San Diego
824 Armada Ter,4 Beds,3 Baths,"2,939 sqft (on 0.28 acres)",Year Built: 1966,3 Car Garage,"$4,295,000",San Diego
3340 Del Sol Blvd #97,3 Beds,2 Baths,"1,440 sqft",Year Built: 1979,No Info,"$224,000",San Diego
Plan 4 in Atwood at 3Roots by Shea Homes-Family,2 Beds,3 Baths,"1,518 sqft",Year Built: 2023,No Info,"$890,000+",San Diego
8902 Trailridge Ave,4 Beds,4 Baths,"2,590 sqft",Year Built: 2018,Garage,"$1,199,000",San Diego
8851 Covina St,2 Beds,1 Bath,751 sqft,Year Built: 1972,2 Car Garage,"$750,000",San Diego
7595 Hillside Dr,,,,,No Info,"$4,995,000",San Diego
2217 Burroughs St #5,2 Beds,1 Bath,777 sqft,Year Built: 1995,1 Car Garage,"$469,000",San Diego
6980 Saranac #2,,,,,No Info,"$329,000",San Diego
2820 Carleton St #13,3 Beds,4 Baths,"1,800 sqft",Year Built: 2015,Garage,"$1,549,000",San Diego
2364 Almeria Ct,5 Beds,3 Baths,"2,940 sqft (on 0.49 acres)",Year Built: 1979,3 Car Garage,"$2,175,000",San Diego
11152 Poblado Rd,2 Beds,2 Baths,"1,116 sqft",Year Built: 1971,Garage,"$699,000",San Diego
7813 Starling Dr,2 Beds,1 Bath,"1,002 sqft",Year Built: 1975,No Info,"$611,000",San Diego
15584 Cobble Creek Ln,5 Beds,5 Baths,"4,178 sqft (on 0.34 acres)",Year Built: 2010,4 Car Garage,"$2,200,000",San Diego
4460 Ocean View Blvd #6,3 Beds,3 Baths,"1,460 sqft",Year Built: 2020,2 Car Garage,"$650,000",San Diego
7775 Exchange Pl,3 Beds,2 Baths,"1,136 sqft",Year Built: 1930,Garage,"$1,629,000",San Diego
1080 Park Blvd #1411,Studio,1 Bath,711 sqft,Year Built: 2007,Garage,"$470,000",San Diego
7563 Montien Rd,6 Beds,7 Baths,"7,190 sqft (on 1.77 acres)",Year Built: 2006,4 Car Garage,"$8,499,000",San Diego
7826 Prospect Pl,3 Beds,3 Baths,"2,868 sqft",Year Built: 1926,Garage,"$4,499,000",San Diego
553 Rosemont St,2 Beds,3 Baths,"2,341 sqft",Year Built: 2009,2 Car Garage,"$2,399,000",San Diego
785 Loma Valley Rd,3 Beds,2 Baths,"1,657 sqft",Year Built: 1961,2 Car Garage,"$1,695,000",San Diego
5331-5333 W  Falls View Dr,9 Beds,4 Baths,"2,970 sqft",Year Built: 1952,2 Car Garage,"$1,675,000",San Diego
1775 Diamond St #218,2 Beds,2 Baths,900 sqft,Year Built: 1975,Garage,"$720,000",San Diego
4606 Max Dr,2 Beds,1 Bath,810 sqft,Year Built: 1945,1 Car Garage,"$899,000",San Diego
4011-15 Mississippi St,4 Beds,3 Baths,,Year Built: 1940,Garage,"$1,899,000",San Diego
1021 Muirlands Dr,8 Beds,10 Baths,"10,168 sqft",Year Built: 1988,4 Car Garage,"$16,750,000",San Diego
620 State St #321,2 Beds,2 Baths,"1,048 sqft",Year Built: 1989,Garage,"$749,000",San Diego
12229 Carmel Vista Rd #153,1 Bed,1 Bath,791 sqft,Year Built: 1984,Garage,"$648,000",San Diego
1720 Moorland Dr,4 Beds,3 Baths,"3,788 sqft",Year Built: 1999,2 Car Garage,"$2,995,000",San Diego
17168 Blue Skies Rdg,6 Beds,6 Baths,"4,611 sqft (on 0.30 acres)",Year Built: 2002,2 Car Garage,"$3,398,000",San Diego
1580 Union St #206,1 Bed,1 Bath,681 sqft,Year Built: 2004,Garage,"$599,000",San Diego
3014 Evergreen St,5 Beds,4 Baths,"3,547 sqft (on 0.33 acres)",Year Built: 1941,2 Car Garage,"$3,000,000",San Diego
13785 Caminito Anzio,2 Beds,1 Bath,882 sqft,Year Built: 1973,1 Car Garage,"$479,000",San Diego
936 Adella Ave,5 Beds,6 Baths,"2,750 sqft",Year Built: 1925,Garage,"$5,500,000",San Diego
4064 Huerfano Ave #165,3 Beds,2 Baths,"1,008 sqft",Year Built: 1972,Garage,"$639,000",San Diego
13233 Petunia Way,4 Beds,3 Baths,"2,189 sqft",Year Built: 2003,2 Car Garage,"$1,789,000",San Diego
90 Montego Ct,2 Beds,3 Baths,"1,471 sqft",Year Built: 1982,Garage,"$1,195,000",San Diego
8085 Caminito De Pizza,2 Beds,2 Baths,894 sqft,Year Built: 1975,Garage,"$499,000",San Diego
13978 Royal Dornoch Sq,3 Beds,3 Baths,"2,141 sqft",Year Built: 1988,3 Car Garage,"$1,425,000",San Diego
7505 Caminito Avola,3 Beds,2 Baths,"2,040 sqft",Year Built: 1970,2 Car Garage,"$2,990,000",San Diego
7939 Nathaniel Ct,4 Beds,5 Baths,"4,735 sqft (on 0.30 acres)",Year Built: 2007,3 Car Garage,"$3,395,000",San Diego
8640 Herrington Way,5 Beds,5 Baths,"4,524 sqft",Year Built: 2009,4 Car Garage,"$2,995,000",San Diego
6103 Avenida Picacho,6 Beds,8 Baths,"9,090 sqft (on 9.66 acres)",Year Built: 1987,5 Car Garage,"$8,995,000",San Diego
401-405 Westbourne St,4 Beds,5 Baths,"2,351 sqft",Year Built: 1920,Garage,"$3,395,000",San Diego
8511 Jade Coast Dr,3 Beds,2 Baths,"1,595 sqft",Year Built: 1970,Attached Garage,"$920,000",San Diego
4325-31 Clairemont Dr,10 Beds,6 Baths,"3,700 sqft (on 0.27 acres)",Year Built: 1953,Garage,"$2,995,000",San Diego
16106 Veridian Cir,4 Beds,3 Baths,"2,086 sqft",Year Built: 2017,2 Car Garage,"$1,150,000",San Diego
6735 S  La Jolla Scenic Dr   S,5 Beds,6 Baths,"5,798 sqft (on 0.46 acres)",Year Built: 2003,3 Car Garage,"$5,850,000",San Diego
3285 5th Ave,3 Beds,3 Baths,"2,130 sqft",Year Built: 2008,3 Car Garage,"$1,599,000",San Diego
4651 Pico St #107,1 Bed,1 Bath,625 sqft,Year Built: 1976,Garage,"$518,000",San Diego
819 Gage Dr,3 Beds,2 Baths,"1,721 sqft",Year Built: 1952,2 Car Garage,"$1,949,000",San Diego
1600 Palm Ave #86,3 Beds,2 Baths,920 sqft,Year Built: 2023,Carport,"$249,500",San Diego
3535 Columbia St,4 Beds,3 Baths,"1,972 sqft",Year Built: 1985,2 Car Garage,"$1,450,000",San Diego
2616 Hartford St,5 Beds,4 Baths,"3,388 sqft",Year Built: 2021,2 Car Garage,"$3,395,000",San Diego
6514 Roxy Ln,3 Beds,2 Baths,"1,143 sqft",Year Built: 1954,2 Car Garage,"$915,000",San Diego
2420 Upas St,5 Beds,5 Baths,"2,532 sqft",Year Built: 2005,Garage,"$2,495,000",San Diego
16650 Diaz Dr,2 Beds,2 Baths,"1,358 sqft",Year Built: 1970,Garage,"$665,000",San Diego
6380 Viewpoint Ct,5 Beds,2 Baths,"1,940 sqft",Year Built: 1978,2 Car Garage,"$749,888",San Diego
888 W  East St W  #1402,2 Beds,3 Baths,"1,806 sqft",Year Built: 2018,Garage,"$2,150,000",San Diego
8328 Regents Rd #1K,1 Bed,1 Bath,624 sqft,Year Built: 1985,Garage,"$569,000",San Diego
2623 Ocean Front Walk,4 Beds,5 Baths,"2,809 sqft",Year Built: 1981,1 Car Garage,"$5,800,000",San Diego
4435 Yerba Santa Dr,6 Beds,7 Baths,"4,463 sqft (on 1.03 acres)",Year Built: 1972,2 Car Garage,"$2,800,000",San Diego
Address Not Disclosed,,,,,No Info,"$3,750,000",San Diego
8957 Lightwave Ave,3 Beds,3 Baths,"1,519 sqft (on 2.42 acres)",Year Built: 2014,2 Car Garage,"$888,000",San Diego
16750 Coyote Bush Dr #82,3 Beds,2 Baths,"1,544 sqft",Year Built: 2019,2 Car Garage,"$1,115,000",San Diego
6550 Windward Ridge Way,4 Beds,3 Baths,"2,000 sqft",Year Built: 1999,3 Car Garage,"$1,699,000",San Diego
939 Coast Blvd #101,3 Beds,2 Baths,"1,800 sqft",Year Built: 1999,Garage,"$5,490,000",San Diego
1775 Diamond St   #1-213,1 Bed,1 Bath,653 sqft,Year Built: 1975,Garage,"$494,800",San Diego
4243 39th St #A,1 Bed,1 Bath,608 sqft,Year Built: 1980,Garage,"$378,000",San Diego
