Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
210 W  Washington Sq #4NE,2 Beds,3 Baths,"2,038 sqft",Year Built: 1900,1 Car Garage,"$2,375,000",Philadelphia
1414 S  Penn Sq #5B,3 Beds,3 Baths,"2,046 sqft",Year Built: 2009,1 Car Garage,"$1,449,000",Philadelphia
4934 Hazel Ave,6 Beds,3 Baths,"2,400 sqft",Year Built: 1925,Open Parking,"$550,000",Philadelphia
2517 Manton St,3 Beds,3 Baths,,Year Built: 2022,None,"$498,900",Philadelphia
1110 N  Hope St,3 Beds,3 Baths,"2,040 sqft",Year Built: 2012,1 Parking Spaces,"$475,000",Philadelphia
159 E  Allen St #3,3 Beds,4 Baths,"2,000 sqft",Year Built: 2017,1 Car Garage,"$639,999",Philadelphia
162 Kalos St   #B,3 Beds,3 Baths,"2,900 sqft",Year Built: 2023,1 Car Garage,"$740,000",Philadelphia
1901-45 John F Kennedy Blvd #706,2 Beds,2 Baths,"1,173 sqft",Year Built: 1968,No Info,"$425,000",Philadelphia
1326 Spruce St   #1906,1 Bed,1 Bath,897 sqft,Year Built: 1900,None,"$359,000",Philadelphia
1620 N  Bailey St,,,,,No Info,"$294,900",Philadelphia
752 S  52nd St   #2,2 Beds,2 Baths,"1,129 sqft",Year Built: 2023Year Renovated: 2023,None,"$319,999",Philadelphia
752 S  52nd St   #1,3 Beds,3 Baths,"1,241 sqft",Year Built: 2023Year Renovated: 2023,None,"$329,999",Philadelphia
513 W  Norris St   #9A,2 Beds,3 Baths,"1,322 sqft",Year Built: 2022,None,"$309,000",Philadelphia
513 W  Norris St   #9-B,2 Beds,3 Baths,"1,375 sqft",Year Built: 2022,None,"$319,000",Philadelphia
1206 N  Front St,,,,,No Info,"$1,900,000",Philadelphia
523 E  Brinton St,3 Beds,,"1,920 sqft",Year Built: 1925,Open Parking,"$289,000",Philadelphia
500 Walnut St,4 Beds,7 Baths,"8,900 sqft",Year Built: 2017,4 Car Garage,"$25,900,000",Philadelphia
4724 Longshore Ave  #2,14 Beds,,"8,000 sqft",Year Built: 1950,Open Parking,"$739,000",Philadelphia
1509 Parrish St,8 Beds,,"4,391 sqft",Year Built: 2017,None,"$1,599,000",Philadelphia
2012 E  Chelten Ave,,,,,No Info,"$125,000",Philadelphia
7706 Summerdale Ave,5 Beds,3 Baths,"2,360 sqft",Year Built: 1962,None,"$389,900",Philadelphia
Cumberland Street #3 Plan in Letterland Court by Jim Roche Real Estate Team,3 Beds,4 Baths,"3,020 sqft",Year Built: 2023,Garage,"$949,000+",Philadelphia
Torresdale Model Plan in Torresdale Manor by Jim Roche Real Estate Team,4 Beds,3 Baths,"2,500 sqft",Year Built: 2023,No Info,"$575,000+",Philadelphia
Unit 303 Plan in The Moyer by The Maxim Shtraus Group,2 Beds,2 Baths,"1,344 sqft",Year Built: 2023,Garage,"$529,900+",Philadelphia
Barnett Plan in Toll Brothers at Northbank by Toll Brothers,3 Beds,3 Baths,"1,493 sqft",Year Built: 2023,No Info,"$629,995+",Philadelphia
Unit 5 Plan in 1507 Christian Street by Jim Roche Real Estate Team,2 Beds,2 Baths,"1,226 sqft",Year Built: 2023,No Info,"$675,000+",Philadelphia
212 E  Cambria St,2 Beds,1 Bath,"1,046 sqft",Year Built: 1935,Open Parking,"$60,000",Philadelphia
3229 Boudinot St,3 Beds,1 Bath,"1,176 sqft",Year Built: 1935,Open Parking,"$65,000",Philadelphia
2741 N  Hicks St,,,,,No Info,"$95,000",Philadelphia
2823 N  Van Pelt St,,,,,No Info,"$150,000",Philadelphia
2107 W  Westmoreland St,,,,,No Info,"$85,000",Philadelphia
3239 N  Woodstock St,,,,,No Info,"$95,000",Philadelphia
5645 Nelson St,,,,,No Info,"$85,000",Philadelphia
1715 W  Pacific St,,,,,No Info,"$105,000",Philadelphia
4029 Nice St,,,,,No Info,"$125,000",Philadelphia
4921 N  Smedley St,,,,,No Info,"$95,000",Philadelphia
1206 N  Howard St,4 Beds,3 Baths,"2,350 sqft",Year Built: 1920Year Renovated: 2016,Open Parking,"$559,500",Philadelphia
226 E  Garrett St,3 Beds,3 Baths,"1,200 sqft",Year Built: 1920Year Renovated: 2023,Open Parking,"$259,832",Philadelphia
2429 S  Lawrence St,3 Beds,1 Bath,"1,188 sqft",Year Built: 1915,Open Parking,"$230,000",Philadelphia
2604 S  Percy St,3 Beds,2 Baths,"1,064 sqft",Year Built: 1925,Open Parking,"$299,000",Philadelphia
7124 Erdrick St,3 Beds,2 Baths,"1,296 sqft",Year Built: 1950,1 Car Garage,"$239,900",Philadelphia
5528 N  American St,3 Beds,1 Bath,"1,126 sqft",Year Built: 1930,Open Parking,"$129,900",Philadelphia
211 N  Ruby St,,,,,No Info,"$80,000",Philadelphia
1836 S  Hicks St,3 Beds,2 Baths,"1,284 sqft",Year Built: 1920,Open Parking,"$350,000",Philadelphia
1851 S  16th St,4 Beds,3 Baths,"2,165 sqft",Year Built: 1920,None,"$429,000",Philadelphia
3355 Brighton St,3 Beds,2 Baths,"1,312 sqft",Year Built: 1929,1 Car Garage,"$270,000",Philadelphia
6737 Gillespie St,3 Beds,1 Bath,"1,170 sqft",Year Built: 1950,Open Parking,"$205,000",Philadelphia
616 E  Stafford St,,,,,No Info,"$90,000",Philadelphia
5120 Leiper St,4 Beds,3 Baths,"1,220 sqft",Year Built: 1950Year Renovated: 2023,Open Parking,"$219,500",Philadelphia
2204 E  Susquehanna Ave,4 Beds,4 Baths,"2,400 sqft",Year Built: 2008,Open Parking,"$569,900",Philadelphia
3322 N  Gratz St,,,,,No Info,"$85,000",Philadelphia
3301 Mascher St,,,,,No Info,"$85,000",Philadelphia
1727 Wagner Ave,,,,,No Info,"$125,000",Philadelphia
6901 Greenway Ave,,,,,No Info,"$25,000",Philadelphia
1859 Harrison St,,,,,No Info,"$105,000",Philadelphia
264 W  Wensley St,,,,,No Info,"$85,000",Philadelphia
849 N  Sloan St,,,,,No Info,"$125,000",Philadelphia
6152 N  Lambert St,,,,,No Info,"$95,000",Philadelphia
2811 Hope St,,,,,No Info,"$85,000",Philadelphia
6075 N  Norwood St,,,,,No Info,"$125,000",Philadelphia
4019 Nice St,,,,,No Info,"$125,000",Philadelphia
268 W  Wensley St,,,,,No Info,"$85,000",Philadelphia
1342 S  Bouvier St,3 Beds,4 Baths,,Year Built: 2021,Open Parking,"$775,000",Philadelphia
4410 Waln St,,,,,No Info,"$150,000",Philadelphia
1125 Rising Sun Ave,,,,,No Info,"$145,000",Philadelphia
2119 N  Uber St,,,,,No Info,"$250,000",Philadelphia
6422 N  Fairhill St,4 Beds,,"1,920 sqft",Year Built: 1945,Garage,"$360,000",Philadelphia
5310 Haverford Ave,,,,,No Info,"$500,000",Philadelphia
1725 Fontain St,8 Beds,4 Baths,"1,125 sqft",Year Built: 2011,Open Parking,"$590,000",Philadelphia
Byrne Model Plan in Torresdale Manor by Jim Roche Real Estate Team,4 Beds,3 Baths,"2,500 sqft",Year Built: 2023,No Info,"$499,000+",Philadelphia
Courtyard Plan in North Liberty Triangle by Streamline,3 Beds,2 Baths,"1,237 sqft",Year Built: 2023,No Info,"$507,000+",Philadelphia
Letterly Street #4 Plan in Letterland Court by Jim Roche Real Estate Team,3 Beds,4 Baths,"3,020 sqft",Year Built: 2023,Garage,"$815,000+",Philadelphia
7111 Germantown Ave #102 Plan in 7111 Germantown Condominium by City Block Team,3 Beds,2 Baths,"1,670 sqft",Year Built: 2023,No Info,"$540,000+",Philadelphia
Unit 110 Plan in The Moyer by The Maxim Shtraus Group,1 Bed,1 Bath,792 sqft,Year Built: 2023,Garage,"$299,900+",Philadelphia
3117 N  Judson St,2 Beds,2 Baths,"1,208 sqft",Year Built: 1925Year Renovated: 2023,Open Parking,"$199,900",Philadelphia
3508 N  15th St,,,,,No Info,"$85,000",Philadelphia
5638 Heiskell St,2 Beds,1 Bath,784 sqft,Year Built: 1920,No Info,"$69,900",Philadelphia
4526 N  Bouvier St,,,,,No Info,"$80,000",Philadelphia
1529 W  Cayuga St,,,,,No Info,"$100,000",Philadelphia
4114 Pechin St,3 Beds,3 Baths,"2,176 sqft",Year Built: 1900Year Renovated: 2020,Open Parking,"$525,000",Philadelphia
3023 Chatham St,3 Beds,2 Baths,"1,398 sqft",Year Built: 1925Year Renovated: 2023,Open Parking,"$349,900",Philadelphia
3123 Aramingo Ave,3 Beds,2 Baths,"1,086 sqft",Year Built: 1925,Open Parking,"$169,900",Philadelphia
2528 Ridge Ave,Studio,,"1,850 sqft",Year Built: 1915,Open Parking,"$149,900",Philadelphia
637 E  Wensley St,2 Beds,1 Bath,784 sqft,Year Built: 1920,Open Parking,"$69,900",Philadelphia
1732 N  Robinson St,3 Beds,1 Bath,"1,310 sqft",Year Built: 1925,1 Car Garage,"$150,000",Philadelphia
309 Magee Ave,3 Beds,2 Baths,"1,200 sqft",Year Built: 1925,Garage,"$234,900",Philadelphia
2053 Mountain St,3 Beds,2 Baths,"1,036 sqft",Year Built: 1920,Open Parking,"$293,000",Philadelphia
1420 S  20th St,3 Beds,3 Baths,"2,328 sqft",Year Built: 1923,Open Parking,"$619,900",Philadelphia
3152 N  Franklin St,,,,,No Info,"$30,000",Philadelphia
2918 N  26th St,3 Beds,2 Baths,"1,280 sqft",Year Built: 1940,Open Parking,"$225,000",Philadelphia
430 Tree St,3 Beds,2 Baths,"1,100 sqft",Year Built: 1920,Open Parking,"$259,900",Philadelphia
6514 Gesner St,3 Beds,1 Bath,"1,044 sqft",Year Built: 1920,Open Parking,"$150,000",Philadelphia
6516 Gesner St,4 Beds,1 Bath,"1,044 sqft",Year Built: 1920,Open Parking,"$160,000",Philadelphia
3757 N  7th St,,,,,No Info,"$100,000",Philadelphia
4836 Ogden St,2 Beds,1 Bath,868 sqft,Year Built: 1925,None,"$55,000",Philadelphia
1932 E  Thayer St,3 Beds,1 Bath,"1,257 sqft",Year Built: 1910,Open Parking,"$125,000",Philadelphia
5210 Rodman St,3 Beds,2 Baths,"1,280 sqft",Year Built: 1920,Open Parking,"$268,000",Philadelphia
5317 Catharine St,5 Beds,2 Baths,"2,400 sqft",Year Built: 1925,Open Parking,"$495,000",Philadelphia
4807 N  11th St,,,,,No Info,"$80,000",Philadelphia
6025 Summerdale Ave,3 Beds,2 Baths,"1,120 sqft",Year Built: 1925,Open Parking,"$185,000",Philadelphia
7135 Lynford St,3 Beds,2 Baths,"1,170 sqft",Year Built: 1950,1 Car Garage,"$229,900",Philadelphia
930 E  Price St,3 Beds,1 Bath,"1,040 sqft",Year Built: 1900,None,"$114,500",Philadelphia
7651 Burholme Ave,3 Beds,2 Baths,"1,056 sqft",Year Built: 1957,Open Parking,"$299,900",Philadelphia
9855 Garvey Dr,3 Beds,3 Baths,"1,404 sqft",Year Built: 1973,1 Open Spaces,"$269,900",Philadelphia
2136 E  Birch St,,,,,No Info,"$90,000",Philadelphia
2201 E  Cumberland St,3 Beds,3 Baths,"3,012 sqft",Year Built: 2016,Open Parking,"$650,000",Philadelphia
905 Pine St,5 Beds,5 Baths,"3,060 sqft",Year Built: 1900Year Renovated: 2019,Garage,"$2,445,000",Philadelphia
1261 N  26th St,3 Beds,3 Baths,"2,688 sqft",Year Built: 1926,1 Car Garage,"$699,000",Philadelphia
1241 Kater St,4 Beds,7 Baths,"3,591 sqft",Year Built: 2016,2 Car Garage,"$1,799,000",Philadelphia
2412 E  Letterly St,4 Beds,4 Baths,"1,807 sqft",Year Built: 2013,2 Open Spaces,"$650,000",Philadelphia
5348 Cedar Ave,4 Beds,3 Baths,"2,705 sqft",Year Built: 2023Year Renovated: 2023,Open Parking,"$529,000",Philadelphia
1209 N  5th St   #1B,3 Beds,2 Baths,"2,312 sqft",Year Built: 2022,Open Parking,"$529,900",Philadelphia
1209 N  5th St   #3B,3 Beds,2 Baths,"2,122 sqft",Year Built: 2022,Open Parking,"$529,900",Philadelphia
6304 N  Park Ave,5 Beds,6 Baths,"4,300 sqft",Year Built: 1935Year Renovated: 2023,2 Open Spaces,"$547,997",Philadelphia
1209 N  5th St   #3A,2 Beds,1 Bath,"1,600 sqft",Year Built: 2022,Open Parking,"$349,900",Philadelphia
1209 N  5th St   #2A,2 Beds,2 Baths,"1,250 sqft",Year Built: 2022,Open Parking,"$349,900",Philadelphia
1209 N  5th St   #1A,2 Beds,2 Baths,"1,250 sqft",Year Built: 2022,Open Parking,"$349,900",Philadelphia
1161 S  12th St   #B,3 Beds,,"1,827 sqft",Year Built: 1915,Open Parking,"$629,000",Philadelphia
Miller Plan in Toll Brothers at Northbank by Toll Brothers,3 Beds,3 Baths,"2,406 sqft",Year Built: 2023,No Info,"$794,995+",Philadelphia
211 Mountain St,2 Beds,1 Bath,"1,210 sqft",Year Built: 1920,None,"$299,000",Philadelphia
612 McClellan St,4 Beds,3 Baths,"2,042 sqft",Year Built: 2019,Open Parking,"$549,990",Philadelphia
1505 S  13th St,3 Beds,4 Baths,"2,732 sqft",Year Built: 1915Year Renovated: 2003,Open Parking,"$634,900",Philadelphia
1239 S  Warnock St,3 Beds,1 Bath,"1,120 sqft",Year Built: 1920,Open Parking,"$389,000",Philadelphia
5803 Pemberton St,3 Beds,2 Baths,"1,062 sqft",Year Built: 1925,Open Parking,"$174,999",Philadelphia
5408 Spring St,3 Beds,2 Baths,738 sqft,Year Built: 1920Year Renovated: 2023,Open Parking,"$210,000",Philadelphia
108 N  Sickels St,3 Beds,1 Bath,883 sqft,Year Built: 1925Year Renovated: 1970,Open Parking,"$115,000",Philadelphia
241 N  Alden St,3 Beds,1 Bath,948 sqft,Year Built: 1920,No Info,"$80,000",Philadelphia
5723 Dunlap St,3 Beds,1 Bath,"1,260 sqft",Year Built: 1925Year Renovated: 2021,1 Car Garage,"$204,999",Philadelphia
939 Belmont Ave,2 Beds,6 Baths,"1,928 sqft",Year Built: 1915,Open Parking,"$325,000",Philadelphia
235 E  Westmoreland St,3 Beds,1 Bath,"1,210 sqft",Year Built: 1935,Open Parking,"$100,000",Philadelphia
130 W  Seymour St,6 Beds,3 Baths,"1,944 sqft",Year Built: 1900,None,"$260,000",Philadelphia
5039 Tacoma St,2 Beds,1 Bath,784 sqft,Year Built: 1920,Open Parking,"$40,000",Philadelphia
2605 Brown St,4 Beds,3 Baths,"2,062 sqft",Year Built: 1920,Open Parking,"$900,000",Philadelphia
6238 N  Lambert St,3 Beds,1 Bath,972 sqft,Year Built: 1905,Open Parking,"$95,000",Philadelphia
5924 N  Norwood St,3 Beds,1 Bath,"1,008 sqft",Year Built: 1915,Open Parking,"$79,900",Philadelphia
2129 N  2nd St,6 Beds,2 Baths,"2,100 sqft",Year Built: 1925,Open Parking,"$250,000",Philadelphia
2051 N  9th St,6 Beds,4 Baths,"1,920 sqft",Year Built: 2021Year Renovated: 2021,None,"$375,000",Philadelphia
233 Hermitage St,4 Beds,1 Bath,"1,680 sqft",Year Built: 1925,Open Parking,"$300,000",Philadelphia
6479 Ross St,3 Beds,2 Baths,"1,428 sqft",Year Built: 1950,Open Parking,"$232,000",Philadelphia
225 E  Slocum St,2 Beds,3 Baths,"1,244 sqft",Year Built: 1925,Open Parking,"$385,000",Philadelphia
1910 Carpenter St,4 Beds,3 Baths,"2,150 sqft",Year Built: 1925Year Renovated: 2023,None,"$849,900",Philadelphia
1712 Edgley St,5 Beds,2 Baths,"1,234 sqft",Year Built: 1925,Open Parking,"$189,900",Philadelphia
1821 N  Bouvier St,Studio,,"2,166 sqft",Year Built: 1915Year Renovated: 2013,Open Parking,"$489,900",Philadelphia
637 E  Thayer St,2 Beds,1 Bath,784 sqft,Year Built: 1920,Open Parking,"$78,500",Philadelphia
320 N  Edgewood St,3 Beds,1 Bath,"1,365 sqft",Year Built: 1925,Open Parking,"$65,000",Philadelphia
6622 Morris Park Rd,3 Beds,2 Baths,"1,208 sqft",Year Built: 1925,1 Car Garage,"$259,900",Philadelphia
2356 Gerritt St,4 Beds,4 Baths,"2,260 sqft",Year Built: 2023Year Renovated: 2023,Open Parking,"$900,000",Philadelphia
738 W  Moyamensing Ave,3 Beds,2 Baths,"1,276 sqft",Year Built: 1925,Open Parking,"$240,000",Philadelphia
1106 Watkins St,4 Beds,3 Baths,"2,500 sqft",Year Built: 2023Year Renovated: 2023,None,"$770,000",Philadelphia
8410 Lyons Pl,3 Beds,2 Baths,"1,488 sqft",Year Built: 1960,1 Car Garage,"$240,000",Philadelphia
6246 Marsden St,2 Beds,1 Bath,960 sqft,Year Built: 1950Year Renovated: 2023,1 Car Garage,"$219,000",Philadelphia
4210 Vista St,3 Beds,1 Bath,"1,184 sqft",Year Built: 1950Year Renovated: 2020,1 Car Garage,"$194,900",Philadelphia
4645 Rosehill St,3 Beds,2 Baths,"1,200 sqft",Year Built: 1940,Open Parking,"$179,900",Philadelphia
5635 Walton Ave,3 Beds,3 Baths,"1,450 sqft",Year Built: 1925,Open Parking,"$214,900",Philadelphia
6052 N  10th St,3 Beds,2 Baths,"1,152 sqft",Year Built: 1940,1 Car Garage,"$250,000",Philadelphia
6025 N  Marvine St,4 Beds,2 Baths,"1,176 sqft",Year Built: 1935,Open Parking,"$300,000",Philadelphia
7864 Provident St,3 Beds,2 Baths,"1,472 sqft",Year Built: 1950,1 Car Garage,"$239,900",Philadelphia
1146 S  52nd St,4 Beds,3 Baths,"1,820 sqft",Year Built: 1915,Open Parking,"$399,900",Philadelphia
5524 Elliott St,3 Beds,2 Baths,"1,230 sqft",Year Built: 1925,Open Parking,"$130,000",Philadelphia
5711 Wyndale Ave,4 Beds,3 Baths,"1,966 sqft",Year Built: 1925,2 Open Spaces,"$240,000",Philadelphia
1131 Hellerman St,3 Beds,1 Bath,"1,260 sqft",Year Built: 1947,Open Parking,"$265,000",Philadelphia
1012 Kerper St,3 Beds,1 Bath,"1,188 sqft",Year Built: 1950,1 Car Garage,"$244,900",Philadelphia
3221 Longshore Ave,3 Beds,2 Baths,"1,440 sqft",Year Built: 1950,1 Car Garage,"$295,000",Philadelphia
11032 Ferndale St,3 Beds,2 Baths,"1,562 sqft",Year Built: 1960,4 Open Spaces,"$475,000",Philadelphia
1363 E  Rittenhouse St,3 Beds,2 Baths,"1,380 sqft",Year Built: 1915,Open Parking,"$230,000",Philadelphia
5232 Sansom St,3 Beds,1 Bath,"1,500 sqft",Year Built: 1925,Open Parking,"$250,000",Philadelphia
114 S  Cecil St,3 Beds,1 Bath,990 sqft,Year Built: 1925,Open Parking,"$145,000",Philadelphia
2042 Devereaux Ave,3 Beds,2 Baths,"1,170 sqft",Year Built: 1950,1 Car Garage,"$236,500",Philadelphia
5031 Akron St,3 Beds,1 Bath,"1,754 sqft",Year Built: 1950,1 Car Garage,"$230,000",Philadelphia
5203 Ditman St,4 Beds,1 Bath,"1,208 sqft",Year Built: 1945,1 Car Garage,"$150,000",Philadelphia
1012 Chandler St,3 Beds,2 Baths,"1,067 sqft",Year Built: 1956,Open Parking,"$325,000",Philadelphia
8638 Glenloch St,3 Beds,2 Baths,"1,368 sqft",Year Built: 1964,1 Car Garage,"$270,000",Philadelphia
9868 Lackland Dr,3 Beds,2 Baths,"1,404 sqft",Year Built: 1973,No Info,"$289,900",Philadelphia
3514 Sussex Ln,3 Beds,2 Baths,"1,575 sqft",Year Built: 1961,1 Car Garage,"$339,000",Philadelphia
2833 Narcissus Rd,4 Beds,2 Baths,"1,808 sqft",Year Built: 1972,Open Parking,"$379,000",Philadelphia
3900 Ford Rd #12S,2 Beds,2 Baths,"1,230 sqft",Year Built: 1960,No Info,"$165,000",Philadelphia
1534 S  13th St,5 Beds,2 Baths,"2,208 sqft",Year Built: 1915,Open Parking,"$479,000",Philadelphia
1244 S  Sheridan St,3 Beds,3 Baths,"2,040 sqft",Year Built: 2006,Open Parking,"$589,999",Philadelphia
3119 W  Thompson St,2 Beds,2 Baths,"1,367 sqft",Year Built: 2006,1 Car Garage,"$315,000",Philadelphia
2010 Spruce St #4,3 Beds,3 Baths,"2,401 sqft",Year Built: 1860,1 Carport Spaces,"$1,349,000",Philadelphia
900 Pine St #3F,2 Beds,2 Baths,"1,520 sqft",Year Built: 1850,Open Parking,"$599,000",Philadelphia
1414 S  Penn Sq #34H,2 Beds,3 Baths,"1,462 sqft",Year Built: 2009,1 Car Garage,"$800,000",Philadelphia
1501 Kater St,4 Beds,4 Baths,"5,152 sqft",Year Built: 2009,2 Car Garage,"$1,950,000",Philadelphia
3628 Stanton St,4 Beds,3 Baths,"2,700 sqft",Year Built: 2013,No Info,"$685,000",Philadelphia
1920 W  Norris St,,,,,No Info,"$78,000",Philadelphia
6717 Mitchell St,,,,,No Info,"$160,000",Philadelphia
540 E  Brinton St,5 Beds,5 Baths,"2,364 sqft",Year Built: 1925,Garage,"$415,000",Philadelphia
6233 N  17th St,4 Beds,,"1,438 sqft",Year Built: 1925,1 Car Garage,"$189,900",Philadelphia
598 Alcott St,5 Beds,3 Baths,"2,150 sqft",Year Built: 1920,Open Parking,"$339,999",Philadelphia
8304 Bustleton Ave #A,1 Bed,2 Baths,"2,172 sqft",Year Built: 1955,Parking Lot,"$539,000",Philadelphia
3351-3349 B St   #C3350,3 Beds,1 Bath,"1,160 sqft",Year Built: 1935,Open Parking,"$129,000",Philadelphia
1900 John F Kennedy Blvd #1018,1 Bed,1 Bath,750 sqft (on 0.65 acres),Year Built: 1959,Garage,"$99,000",Philadelphia
1139 N  3rd St   #2,2 Beds,2 Baths,"1,057 sqft",Year Built: 2023,Open Parking,"$515,000",Philadelphia
6721 Mitchell St,4 Beds,2 Baths,"2,214 sqft (on 0.25 acres)",Year Built: 1940,5 Open Spaces,"$360,000",Philadelphia
774 S  Harshaw St,2 Beds,1 Bath,"1,008 sqft",Year Built: 1915,Open Parking,"$425,000",Philadelphia
1553 N  Marston St,11 Beds,,"4,420 sqft",Year Built: 1960,None,"$475,000",Philadelphia
2150 E  Hazzard St,4 Beds,5 Baths,"3,008 sqft",Year Built: 2020,Open Parking,"$610,000",Philadelphia
456 Markle St,2 Beds,,"2,652 sqft",Year Built: 1925,Open Parking,"$650,000",Philadelphia
Manor Model Plan in Torresdale Manor by Jim Roche Real Estate Team,4 Beds,3 Baths,"2,500 sqft",Year Built: 2023,No Info,"$575,000+",Philadelphia
Letterly Street Plan in Letterland Court by Jim Roche Real Estate Team,3 Beds,4 Baths,"3,020 sqft",Year Built: 2023,Garage,"$815,000+",Philadelphia
1529 S  Clarion St,3 Beds,2 Baths,"1,016 sqft",Year Built: 1920,Open Parking,"$469,000",Philadelphia
6252 Larchwood Ave,3 Beds,1 Bath,"1,200 sqft",Year Built: 1925,None,"$135,000",Philadelphia
5783 Dunlap St,3 Beds,3 Baths,"1,260 sqft",Year Built: 1925,1 Carport Spaces,"$320,000",Philadelphia
5712 W  Oxford St,4 Beds,3 Baths,"1,399 sqft",Year Built: 1925,Open Parking,"$319,900",Philadelphia
221 Pine St,5 Beds,5 Baths,"3,740 sqft",Year Built: 1746Year Renovated: 2016,Open Parking,"$1,229,000",Philadelphia
109 Rex Ave,3 Beds,2 Baths,"2,030 sqft",Year Built: 1884,Open Parking,"$800,000",Philadelphia
6915 Stenton Ave,3 Beds,1 Bath,"1,292 sqft",Year Built: 1925,2 Open Spaces,"$220,000",Philadelphia
3026 N  Judson St,,,,,No Info,"$15,000",Philadelphia
3352 N  Sydenham St,,,,,No Info,"$45,000",Philadelphia
182 W  Maplewood Ave,5 Beds,3 Baths,"3,654 sqft",Year Built: 1890,2 Open Spaces,"$499,000",Philadelphia
1829 W  Butler St,3 Beds,2 Baths,"1,348 sqft",Year Built: 1930Year Renovated: 2023,Open Parking,"$212,900",Philadelphia
731 N  16th St,4 Beds,3 Baths,"2,484 sqft",Year Built: 1920Year Renovated: 2007,Open Parking,"$725,000",Philadelphia
866 N  23rd St,13 Beds,,"3,490 sqft",Year Built: 1920Year Renovated: 2023,Open Parking,"$1,200,000",Philadelphia
2450 N  20th St,5 Beds,4 Baths,"2,220 sqft",Year Built: 1920,Open Parking,"$300,000",Philadelphia
1722 Stenton Ave,4 Beds,3 Baths,"1,722 sqft",Year Built: 1925,No Info,"$190,000",Philadelphia
5630 N  18th St,3 Beds,3 Baths,"1,306 sqft",Year Built: 1929,Open Parking,"$175,000",Philadelphia
5753 N  Woodstock St,3 Beds,1 Bath,960 sqft,Year Built: 1925,Open Parking,"$129,900",Philadelphia
5759 N  Woodstock St,3 Beds,1 Bath,960 sqft,Year Built: 1925,Open Parking,"$129,900",Philadelphia
5713 N  Lambert St,3 Beds,1 Bath,960 sqft,Year Built: 1920,Open Parking,"$129,900",Philadelphia
5729 N  Beechwood St,3 Beds,1 Bath,926 sqft,Year Built: 1905,Open Parking,"$129,900",Philadelphia
1445 E  Montgomery Ave,2 Beds,3 Baths,"1,705 sqft",Year Built: 1920,Garage,"$849,900",Philadelphia
1915 N  Mascher St,3 Beds,2 Baths,"1,034 sqft",Year Built: 1925,Open Parking,"$429,900",Philadelphia
2012 N  Bodine St,4 Beds,3 Baths,"1,900 sqft",Year Built: 2023,None,"$389,000",Philadelphia
7916 Ridge Ave,5 Beds,2 Baths,"2,724 sqft",Year Built: 1900,Garage,"$324,000",Philadelphia
3032 Memphis St,3 Beds,2 Baths,"1,036 sqft",Year Built: 1925,None,"$175,000",Philadelphia
2603 S  18th St,3 Beds,3 Baths,"1,694 sqft",Year Built: 1920,Open Parking,"$339,999",Philadelphia
1444 N  29th St,3 Beds,2 Baths,"1,280 sqft",Year Built: 1925,Open Parking,"$196,000",Philadelphia
2557 Sepviva St,3 Beds,1 Bath,"1,260 sqft",Year Built: 1920,Open Parking,"$339,900",Philadelphia
2164 E  York St,4 Beds,2 Baths,"2,232 sqft",Year Built: 1875,Open Parking,"$675,000",Philadelphia
2215 E  Boston St,4 Beds,2 Baths,"1,760 sqft",Year Built: 1920,Open Parking,"$525,000",Philadelphia
2432 Arlington St,,,,,No Info,"$45,000",Philadelphia
2225 W  Norris St,,,,,No Info,"$45,000",Philadelphia
2538 Cecil B Moore Ave,3 Beds,2 Baths,"1,380 sqft",Year Built: 1915,Open Parking,"$269,000",Philadelphia
947 Carver St,3 Beds,1 Bath,"1,100 sqft",Year Built: 1946,1 Car Garage,"$189,900",Philadelphia
5130 F St,3 Beds,2 Baths,"1,260 sqft",Year Built: 1947,2 Open Spaces,"$279,900",Philadelphia
2058 Morris St,,,,,No Info,"$80,000",Philadelphia
2134 S  10th St,4 Beds,6 Baths,"2,454 sqft",Year Built: 1915,Open Parking,"$590,000",Philadelphia
2825 S  7th St,2 Beds,2 Baths,808 sqft,Year Built: 1920,1 Open Spaces,"$285,000",Philadelphia
2057 S  Alden St,3 Beds,2 Baths,"1,559 sqft",Year Built: 1925,Open Parking,"$239,900",Philadelphia
6024 Buist Ave,3 Beds,1 Bath,"1,248 sqft",Year Built: 1925,1 Car Garage,"$179,900",Philadelphia
6859 Upland St,3 Beds,2 Baths,"1,440 sqft",Year Built: 1920,Open Parking,"$230,000",Philadelphia
6822 Paschall Ave,4 Beds,3 Baths,"2,635 sqft",Year Built: 1925Year Renovated: 2022,6 Open Spaces,"$299,999",Philadelphia
5550 Torresdale Ave,2 Beds,,"1,140 sqft",Year Built: 1920,Open Parking,"$169,000",Philadelphia
6558 Vandike St,3 Beds,2 Baths,"2,085 sqft",Year Built: 1935,Open Parking,"$195,000",Philadelphia
4726 Princeton Ave,3 Beds,3 Baths,"1,280 sqft",Year Built: 1930Year Renovated: 2023,Open Parking,"$275,000",Philadelphia
4732 N  Mascher St,5 Beds,3 Baths,"2,542 sqft",Year Built: 1930,4 Open Spaces,"$349,999",Philadelphia
43 N  Ruby St,3 Beds,2 Baths,"1,310 sqft",Year Built: 1925Year Renovated: 2023,Open Parking,"$199,000",Philadelphia
