Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
5886 Forest Ln,,,,Year Built: 1935,1 Car Garage,"$549,900",Indianapolis
,,,,,,,Indianapolis
909 E  38th St,,,,Year Built: 1920,No Info,"$364,900",Indianapolis
220 N  Beville Ave,,,,Year Built: 2023,No Info,"$299,900",Indianapolis
629 E  9th St,,,,Year Built: 1930,Garage,"$969,000",Indianapolis
6207 Carrollton Ave,,,,Year Built: 1925,Garage,"$750,000",Indianapolis
6205 Carrollton Ave,,,,Year Built: 1935,Garage,"$750,000",Indianapolis
6050 N  Guilford Ave,,,,Year Built: 2023,Garage,"$1,039,000",Indianapolis
2245 Redfern Dr,,,,Year Built: 1959,2 Car Garage,"$260,000",Indianapolis
612 Eugene St,,,,Year Built: 1915,Open Parking,"$184,900",Indianapolis
2130 Gent Ave,,,,Year Built: 2023,No Info,"$325,000",Indianapolis
,,,,,,,Indianapolis
2661 S  Senour Rd,,,,Year Built: 1915,Garage,"$989,000",Indianapolis
5330 Hawthorne Dr,,,,Year Built: 1966,2 Car Garage,"$375,000",Indianapolis
624 E  North St,,,,Year Built: 2014,2 Car Garage,"$1,700,000",Indianapolis
640 N  Oakland Ave,,,,Year Built: 1910,Garage,"$219,900",Indianapolis
1230 Lexington Ave,,,,Year Built: 2023,Garage,"$695,000",Indianapolis
,,,,,,,Indianapolis
6816 Turnberry Way,,,,Year Built: 1979,2 Car Garage,"$239,900",Indianapolis
1340 W  Pruitt St,,,,Year Built: 1920,No Info,"$70,000",Indianapolis
11215 Leo Dr,,,,,No Info,"$45,000",Indianapolis
1918 Holloway Ave,,,,Year Built: 1970,No Info,"$213,000",Indianapolis
2129 Gilbert Ave,,,,,No Info,"$30,000",Indianapolis
1634 E  Palmer St,,,,,No Info,"$30,000",Indianapolis
1514 Evenstar Blvd,,,,Year Built: 2019,2 Car Garage,"$540,000",Indianapolis
3048 E  New York St,,,,Year Built: 2023,2 Car Garage,"$299,000",Indianapolis
3044 E  New York St,,,,Year Built: 2023,2 Car Garage,"$349,000",Indianapolis
3046 E  New York St,,,,Year Built: 2023,2 Car Garage,"$329,000",Indianapolis
1721 S  Meridian St,,,,,No Info,"$65,000",Indianapolis
10645 Pokagon Way,,,,Year Built: 2006,2 Car Garage,"$395,449",Indianapolis
504 N  Park Ave #4,,,,Year Built: 2016,1 Car Garage,"$429,000",Indianapolis
1343 W  Roache St,,,,Year Built: 1920,No Info,"$309,900",Indianapolis
4133 Eagle Cove East Dr,,,,Year Built: 1986,1 Car Garage,"$200,000",Indianapolis
,,,,,,,Indianapolis
1744 E  Kelly St,,,,Year Built: 1920,None,"$169,500",Indianapolis
2415 N  College Ave,,,,Year Built: 1900,None,"$299,000",Indianapolis
1615 E  Minnesota St,,,,,No Info,"$25,000",Indianapolis
439 S  Oakland Ave,,,,Year Built: 1925,Garage,"$259,900",Indianapolis
2933 Macpherson Ave,,,,Year Built: 1911,None,"$339,000",Indianapolis
4019 Hampshire Ct,,,,Year Built: 1964,No Info,"$58,000",Indianapolis
7930 N  Keystone Ave,,,,,No Info,"$97,500",Indianapolis
7924 N  Keystone Ave,,,,,No Info,"$97,500",Indianapolis
7916 N  Keystone Ave,,,,,No Info,"$97,500",Indianapolis
7908 N  Keystone Ave,,,,,No Info,"$107,500",Indianapolis
7850 N  Keystone Ave,,,,,No Info,"$121,500",Indianapolis
,,,,,,,Indianapolis
7842 N  Keystone Ave,,,,,No Info,"$121,500",Indianapolis
7902 N  Keystone Ave,,,,,No Info,"$121,500",Indianapolis
435 Virginia Ave #600,,,,Year Built: 2006,Garage,"$1,349,900",Indianapolis
1015 Orange St,,,,Year Built: 2018,Garage,"$540,000",Indianapolis
4002 Brentwood Dr,,,,Year Built: 1964,No Info,"$48,000",Indianapolis
2136 Sugar Grove Ave,,,,Year Built: 2023,Garage,"$340,000",Indianapolis
Irvington Plan in Hickory Run by M/I Homes,,,,Year Built: 2023,No Info,"$328,990+",Indianapolis
Akerman Plan in Hickory Run by M/I Homes,,,,Year Built: 2023,No Info,"$342,990+",Indianapolis
Ashton Plan in Hickory Run by M/I Homes,,,,Year Built: 2023,No Info,"$328,990+",Indianapolis
Foster Plan in Hickory Run by M/I Homes,,,,Year Built: 2023,No Info,"$356,990+",Indianapolis
Fairbanks Plan in Hickory Run by M/I Homes,,,,Year Built: 2023,No Info,"$367,990+",Indianapolis
Mackey II Plan in Hickory Run by M/I Homes,,,,Year Built: 2023,No Info,"$319,990+",Indianapolis
Findlay Plan in Hickory Run by M/I Homes,,,,Year Built: 2023,No Info,"$338,990+",Indianapolis
5254 Woodhurst Ln,,,,Year Built: 2023,2 Car Garage,"$362,000",Indianapolis
8750 Howlett,,,,Year Built: 2023,3 Car Garage,"$449,990",Indianapolis
121 2nd Ave NE,,,,Year Built: 1921,1 Car Garage,"$450,000",Indianapolis
,,,,,,,Indianapolis
1948 Winton Dr,,,,Year Built: 2013,3 Car Garage,"$399,900",Indianapolis
452 Park Dr,,,,Year Built: 1958,Garage,"$230,000",Indianapolis
934 Dreamy St,,,,Year Built: 1971,2 Car Garage,"$325,000",Indianapolis
2639 Kilgobbin Cres,,,,Year Built: 2017,2 Car Garage,"$435,000",Indianapolis
2658 S  Sunrise Dr,,,,Year Built: 1987,1 Car Garage,"$350,000",Indianapolis
